uur,c_x,c_y,b_x,b_y,ster_x,ster_y
1571,56797427215.96759,-20835951123.7107,28779473146.49588,-41474425110.994026,35266665582.73598,-10730876766.004654
1572,55400444515.720024,-24516113796.45146,24963710254.34663,-40694774488.47579,35314213060.46575,-10735797386.088675
1573,53318885640.57172,-27729225489.696312,21308228699.109756,-39452786873.41371,35362081154.07533,-10744291879.89184
1574,50651056019.86275,-30390852422.41519,17864803093.86876,-37778847735.03732,35409784888.100945,-10756337483.29086
1575,47493353334.33272,-32425169459.01849,14679769229.566395,-35707965042.136856,35456874721.38518,-10771868442.831793
1576,43944278958.3076,-33760426815.308716,11793942073.43555,-33278893577.199867,35502929637.56592,-10790789507.200294
1577,40109567327.800255,-34325983073.51923,9242640822.30627,-30533365506.996456,35547547547.59077,-10812985909.292782
1578,36108858367.46426,-34050856610.711945,7055786788.558939,-27515427175.538174,35590332421.827065,-10838329927.332579
1579,32084635975.25966,-32864342321.769093,5258046084.44104,-24270876085.635548,35630876984.22776,-10866683052.856985
1580,28214374174.883408,-30700233516.17363,3868995524.7281275,-20846788134.0402,35668739360.36063,-10897890986.77716
1581,24726662221.60869,-27508034704.86996,2903296713.0992055,-17291122424.389507,35703412346.503815,-10931765299.989859
1582,21920384911.929924,-23277891504.204178,2370869528.930277,-13652387334.184063,35734287053.29041,-10968039461.804283
1583,20179520372.330914,-18090803857.28721,2277058235.2897487,-9979341352.584576,35760624667.1037,-11006278081.805609
1584,19957724483.469643,-12206846641.806671,2622758475.4841313,-6320676298.880265,35781584106.729546,-11045716229.538761
1585,21673191037.444885,-6177373837.720531,3404365532.8144736,-2724630460.323075,35796416038.80174,-11085054977.682266
1586,25455391003.119946,-867368879.6897745,4613402492.600364,761272965.013866,35804931672.7947,-11122421758.332912
1587,30874227534.52825,2814941042.442743,6236376703.166938,4090095019.482694,35808002613.765884,-11155867759.20855
1588,37033212374.3356,4388252153.526936,8255141618.10556,7215551520.595,35807387068.66427,-11184234583.190248
1589,43030837539.46854,3955613761.7609367,10647012856.52812,10092455568.883003,35804879124.58704,-11207446896.951994
1590,48277087148.16014,1952240772.248244,13384607622.18739,12677190566.234566,35801726543.35062,-11226050571.646341
1591,52496102403.54229,-1133427377.6081817,16435655057.596334,14928185382.921822,35798626964.46671,-11240701544.862085
1592,55610721086.0873,-4885831040.967354,19762851710.117195,16806447493.468424,35795941480.17988,-11251936612.321642
1593,57644589522.573296,-8984157799.524889,23323776957.17275,18276182397.426315,35793875482.72676,-11260136774.13201
1594,58665302846.05481,-13186959776.240948,27070884893.412506,19305510876.93651,35792583471.494026,-11265559785.612333
1595,58756250073.63013,-17310733898.84985,30951599101.611694,19867286675.27319,35792220370.02884,-11268384420.256124
1596,58004171558.409676,-21211829025.155914,34908545025.65019,19940008484.255283,35792963086.689606,-11268749156.696587
1597,56494627206.76007,-24772991619.866196,38879960259.749115,19508809153.53616,35795016456.18409,-11266782772.71071
1598,54311406205.98287,-27893716506.1414,42800325322.2808,18566491098.768288,35798610625.20548,-11262628199.808651
1599,51538040459.56295,-30483331864.86206,46601255173.27261,17114560183.664093,35803993031.8987,-11256461331.232904
1600,48260696337.79651,-32455996837.596287,50212683243.83612,15164191926.010693,35811416129.19241,-11248505908.95932
1601,44572328465.727806,-33727121967.39165,53564353484.881874,12737045802.069628,35821120975.22018,-11239044897.75047
1602,40578372365.20304,-34211082067.49543,56587610947.99541,9865828900.35509,35833316236.49574,-11228428006.991741
1603,36404569962.88419,-33820558798.694695,59217448074.47246,6594503361.485124,35848151760.74928,-11217074119.36601
1604,32207787146.8583,-32468612995.772556,61394724654.69878,2978037430.211647,35865685617.913345,-11205466011.727945
1605,28190720708.239155,-30075982066.841927,63068439292.56344,-918378747.0113211,35885843672.95314,-11194132307.888968
1606,24620500686.23924,-26588635939.24176,64197896394.32582,-5020692757.913806,35908372594.87346,-11183607153.735226
1607,21847293734.940002,-22014594041.573856,64754593512.3543,-9247911287.508,35932794505.02823,-11174351108.747492
1608,20307309213.940098,-16492111191.793617,64723656616.03907,-13514506913.673727,35958393015.30082,-11166611393.895878
1609,20469667200.16295,-10390778992.79747,64104679255.37623,-17733172869.237213,35984306194.66884,-11160219453.18159
1610,22666064756.365273,-4390496187.59951,62911873533.09643,-21817740031.523323,36009839509.51926,-11154428337.776327
1611,26820882877.24607,617168814.6529408,61173507812.407135,-25686044667.891754,36034966380.10598,-11148077607.45396
1612,32332714249.85983,3892720386.342569,58930676650.754074,-29262538044.446735,36060553675.2504,-11140248181.791674
1613,38338241268.95484,5180164787.474879,56235514654.00804,-32480462076.119858,36087886020.658005,-11130860203.433428
1614,44096933091.1012,4671844292.265682,53149019845.33801,-35283473727.70225,36117969799.45817,-11120598714.46098
1615,49148665481.87765,2761841661.5448356,49738677403.84445,-37626668417.65775,36151256696.015816,-11110453317.596493
1616,53271337699.961075,-141552061.74690056,46076065675.96142,-39477014195.49425,36187735833.320946,-11101370114.93669
1617,56390413515.55419,-3690358075.2434454,42234595771.82029,-40813258166.83031,36227113702.34878,-11094114958.995153
1618,58509725876.2719,-7607734039.085995,38287495558.79228,-41625400912.90413,36268953480.52059,-11089256594.468737
1619,59670765525.48506,-11676550519.13009,34306105530.231438,-41913851264.720024,36312760040.41202,-11087192665.704363
1620,59931435500.432686,-15724096791.34277,30358513813.26256,-41688374181.49949,36358027103.78359,-11088184069.741943
1621,59355932887.96231,-19608705309.045425,26508524910.085167,-40966932937.71138,36404261935.90513,-11092386394.656933
1622,58010657917.66048,-23209293752.502502,22814933624.24695,-39774508445.74672,36450997143.91709,-11099876116.676271
1623,55963453213.09928,-26417408204.437653,19331061823.64554,-38141957781.15144,36497794797.101074,-11110671959.096397
1624,53284900925.522415,-29131117965.22539,16104509732.931286,-36104954013.62463,36544245496.632645,-11124752362.53418
1625,50051230675.66405,-31250239289.240967,13177073308.057896,-33703032154.781147,36589963502.84335,-11142069883.96693
1626,46348924999.48628,-32672607731.509583,10584782934.611485,-30978752227.94478,36634578022.94026,-11162562976.42408
1627,42281542459.06353,-33291468701.867348,8358024552.880439,-27976980226.618988,36677719929.106834,-11186165016.603882
1628,37979710261.911415,-32994647516.428085,6521711150.361388,-24744280703.97464,36719002341.43969,-11212809398.76638
1629,33615637065.838074,-31667305580.117462,5095479670.6603565,-21328410358.837894,36757992733.63927,-11242427428.735739
1630,29423471655.56005,-29202383520.089287,4093895549.765258,-17777899542.887325,36794174223.383446,-11274931539.314255
1631,25724889687.808617,-25527128726.411095,3526654506.9709864,-14141706923.723263,36826897246.51306,-11310168442.11809
1632,22951058227.854256,-20660271671.512363,3398778545.3821497,-10468928228.361454,36855337938.83127,-11347815494.089746
1633,21628858227.32564,-14814916923.266464,3710802021.390296,-6808522304.78318,36878522428.08455,-11387192736.6898
1634,22260945936.232174,-8525701535.246027,4458884741.873091,-3208974842.3696465,36895547147.518036,-11427030590.246147
1635,25049035571.74043,-2663113141.468899,5634619025.191772,282110329.19101477,36906089797.85563,-11465445872.594482
1636,29637798858.62995,1858342709.55717,7224616576.784915,3618091376.0572567,36910883616.56208,-11500479947.84068
1637,35235795560.27785,4516097041.655035,9210669536.257786,6753138691.464657,36911493627.80997,-11530901058.8375
1638,41025505572.24463,5298008161.439355,11570062630.115608,9642519805.763157,36909559359.01815,-11556424308.971006
1639,46424986906.31704,4495611752.455536,14275532967.974222,12243069526.855705,36906312992.791695,-11577333501.081953
1640,51104814891.0237,2482973764.0777197,17295107357.346397,14513656548.543848,36902549112.562355,-11594076429.953289
1641,54910334327.96533,-393424413.4154148,20591960159.57975,16415687142.394886,36898768781.01904,-11607064960.583454
1642,57788038898.507835,-3845490054.4451365,24124323049.387978,17913684481.917717,36895315709.795555,-11616621674.019087
1643,59737984643.155334,-7641105285.7080345,27845463394.074497,18975960435.519962,36892464060.735405,-11622988257.23969
1644,60787077337.905464,-11592441998.386951,31703755198.662685,19575385449.80673,36890467245.41095,-11626351550.3031
1645,60975165956.71357,-15543839479.893936,35642874789.46534,19690253486.7524,36889582398.38158,-11626870956.998825
1646,60348381584.9733,-19361619268.147522,39602159599.8416,19305228882.67448,36890080544.0688,-11624702767.106834
1647,58956573880.92332,-22925996862.881798,43517171781.54831,18412349180.49428,36892248012.142334,-11620020943.86092
1648,56853244850.28729,-26124662860.351254,47320507772.41907,17012042289.562456,36896381808.3335,-11613034919.718147
1649,54097300503.6712,-28847569616.99867,50942888844.55679,15114098429.215246,36902779986.92225,-11604004905.671295
1650,50756527492.98404,-30982606320.200447,54314554349.26066,12738518863.705557,36911727068.616974,-11593254840.65357
1651,46913155050.46391,-32412100169.83552,57366957563.12658,9916147212.091326,36923473840.52054,-11581182542.872898
1652,42672301557.795395,-33010519461.76167,60034733489.505066,6688978971.618477,36938210245.33973,-11568265758.232729
1653,38174555648.74954,-32644600256.87248,62257870268.629395,3110045334.8273315,36956029458.104515,-11555061245.098675
1654,33614202135.710217,-31178824863.408813,63983975001.43935,-757217354.0606236,36976881008.6523,-11542190980.088211
1655,29263778456.057228,-28492478181.938408,65170487301.55347,-4840168474.213596,37000512547.40689,-11530303685.401148
1656,25500960459.63763,-24519849357.142967,65786668005.64549,-9058740763.218636,37026408639.08535,-11519990327.868114
1657,22818887817.51374,-19329294439.617203,65815184425.63187,-13327739548.300955,37053762435.40515,-11511624958.530645
1658,21770268479.722084,-13242281482.787407,65253132927.0664,-17559543826.963806,37081572656.8501,-11505129529.387815
1659,22777985017.545845,-6922285401.90913,64112384623.748886,-21667033574.121117,37108990506.59255,-11499792931.875362
1660,25853884028.799583,-1262945989.666502,62419203933.9309,-25566531820.70226,37135840017.25331,-11494459790.309866
1661,30499149966.791016,2973448961.9369984,60213162568.76136,-29180542717.661697,37162807977.79088,-11488180458.774975
1662,35955964549.54606,5449712031.498534,57545445316.58364,-32440092265.438057,37190990214.10663,-11480738491.807688
1663,41537507810.84555,6225089787.0734005,54476706882.87508,-35286532161.62172,37221296166.18127,-11472587242.42775
1664,46768875810.22812,5561335689.605033,51074672247.66124,-37672734420.52495,37254203341.46484,-11464485555.898924
1665,51370666908.1962,3769209174.9511957,47411671648.27789,-39563670756.32987,37289802022.58403,-11457211556.214222
1666,55197169024.09377,1137353634.4210706,43562275862.46939,-40936427414.70064,37327923030.48129,-11451431522.392128
1667,58183059402.99248,-2087881916.2560859,39601158390.127525,-41779746994.75705,37368248472.30802,-11447665400.469053
1668,60308465729.00226,-5701123637.892075,35601266468.832954,-42093210849.14557,37410386847.510475,-11446294032.359861
1669,61578431983.19486,-9530019268.76252,31632339720.19615,-41886180051.6103,37453919574.14009,-11447580024.994629
1670,62011570498.73387,-13426439106.79941,27759778893.003147,-41176603765.44745,37498428535.67386,-11451690955.271591
1671,61634235210.12109,-17258594599.207535,24043840350.517735,-39989786264.931854,37543511543.74239,-11458721127.04942
1672,60478071236.57349,-20904326504.65571,20539115013.20795,-38357182616.76056,37588789910.815346,-11468711005.094843
1673,58579842341.142944,-24245338548.33527,17294242206.91106,-36315271767.90524,37633910447.465904,-11481664452.751158
1674,55983132547.06519,-27162070357.14261,14351807300.643116,-33904536845.918633,37678542928.022705,-11497564162.57413
1675,52742042439.7676,-29528989085.143803,11748375026.811012,-31168567022.701454,37722373084.8775,-11516385602.13112
1676,48927503768.44775,-31210309682.10438,9514616091.216307,-28153283615.846016,37765090231.28389,-11538109440.93236
1677,44637428182.503654,-32056660407.258846,7675491675.568367,-24906284949.551624,37806367480.30745,-11562731538.845348
1678,40012609327.48608,-31904347838.279156,6250467784.990593,-21476299348.78893,37845831188.51423,-11590267510.53242
1679,35260793325.510864,-30581399585.083855,5253738674.785551,-17912732899.69988,37883015296.77652,-11620744246.34128
1680,30690086494.632908,-27929742619.638138,4694445918.491589,-14265297640.162249,37917298493.53955,-11654161232.577805
1681,26744847353.393623,-23861325709.966114,4576887740.824091,-10583705480.334686,37947836858.124016,-11690388946.711655
1682,24011253753.51586,-18470335671.741924,4900722219.254371,-6917408947.564301,37973552411.1751,-11728963629.384434
1683,23112258938.663803,-12188174512.576605,5661166265.127218,-3315344666.5557346,37993325481.98012,-11768803256.823906
1684,24421428912.7492,-5840187051.6914425,6849104697.512493,174428650.29155588,38006521300.20584,-11808105149.287155
1685,27764696499.01261,-386543598.1695919,8450818977.77451,3505176827.9157944,38013541082.3116,-11844825995.260057
1686,32485931567.530308,3519851805.855972,10447590733.938549,6631523276.784637,38015703550.46567,-11877496564.284058
1687,37821522217.092316,5700380944.29161,12815932834.826027,9509359075.879972,38014553440.40194,-11905528899.493494
1688,43170026008.55765,6297651818.615507,15527842334.470968,12096191425.131594,38011363206.00215,-11928936362.472221
1689,48142298095.22148,5578855105.546231,18550764884.553017,14351639041.820663,38007040871.06248,-11947974240.567915
1690,52511975306.70612,3823870971.5458393,21847486599.496696,16237945260.956848,38002221893.0512,-11962936603.894352
