uur,m1x,m1y,m2x,m2y,Mx,My
4999751,6384120617.958196,14296196184.49288,6033850064.59208,15325611645.148182,6254574413.691808,14681368406.879541
4999752,6445095714.185493,14318030741.696035,6079986685.806153,15341364885.054968,6254571628.559296,14681369917.604063
4999753,6501541057.046445,14348503780.835608,6127024137.436205,15353712677.85735,6254569033.814025,14681371107.925045
4999754,6552292147.718893,14386651513.80482,6174714996.72065,15362616151.01347,6254566690.513775,14681372024.180946
4999755,6596395012.171475,14431380394.179781,6222812131.453944,15368053690.480753,6254564649.801781,14681372718.380146
4999756,6633108843.67578,14481513155.852266,6271069777.190798,15370020551.987114,6254562952.755133,14681373246.044218
4999757,6661899627.764405,14535829065.245579,6319244544.82607,15368528427.4988,6254561630.659304,14681373664.324642
4999758,6682427632.097444,14593097361.669113,6367096361.014566,15363604975.82666,6254560705.57309,14681374030.44099
4999759,6694531320.9704485,14652103797.16435,6414389344.765741,15355293325.157017,6254560191.063415,14681374400.444553
4999760,6698209755.636854,14711670817.40992,6460892624.199645,15343651554.003733,6254560093.012912,14681374828.28176
4999761,6693605002.311188,14770672282.024858,6506381097.82905,15328752155.562237,6254560410.42854,14681375365.11499
4999762,6680985573.9123125,14828043769.84375,6550636144.617037,15310681488.467262,6254561136.202854,14681376058.851515
4999763,6660731520.3221655,14882789521.04162,6593446285.5852,15289539214.067656,6254562257.798915,14681376953.83102
4999764,6633321466.940112,14933986991.97425,6634607793.646846,15265437716.688282,6254563757.844832,14681378090.625925
4999765,6599321679.918148,14980789878.797062,6673925227.773592,15238501508.85038,6254565614.634838,14681379505.914135
4999766,6559377086.949956,15022430293.492956,6711211841.983447,15208866708.901562,6254567802.541502,14681381232.389843
4999767,6514203925.31243,15058220547.25169,6746290084.8802395,15176680880.731276,6254570292.349078,14681383298.683662
4999768,6464583425.926412,15087555336.956516,6778992735.038521,15142102678.409357,6254573051.522018,14681385729.26872
4999769,6411356837.352901,15109915079.048378,6809163456.439808,15105300634.895344,6254576044.425094,14681388544.334393
4999770,6355421373.136426,15124869972.937077,6836656838.562246,15066452482.133335,6254579232.513097,14681391759.612282
4999771,6297726173.334063,15132085202.490019,6861338775.377754,15025744734.676569,6254582574.511309,14681395386.141966
4999772,6239267881.403278,15131327644.333189,6883086957.911303,14983372182.667912,6254586026.611187,14681399429.968126
4999773,6181085313.6464205,15122474152.106468,6901791356.967899,14939537321.529303,6254589542.709017,14681403891.765125
4999774,6124252560.421599,15105521366.691725,6917354687.325992,14894449748.169024,6254593074.718823,14681408766.3906
4999775,6069869774.078782,15080596857.103363,6929692858.8484745,14848325530.824244,6254596572.994479,14681414042.377123
4999776,6019050838.2914715,15047971189.61089,6938735417.782441,14801386551.537777,6254599986.89882,14681419701.380857
4999777,5972907093.344857,15008070247.506483,6944425978.954261,14753859817.806011,6254603265.558598,14681425717.619202
4999778,5932526347.2297945,14961486779.489996,6946722647.777244,14705976739.19434,6254606358.841532,14681432057.345625
4999779,5898946579.979375,14908989753.175219,6945598429.6497755,14657972364.552145,6254609218.583424,14681438678.428783
4999780,5873124101.989573,14851529668.165707,6941041623.188416,14610084575.551582,6254611800.076662,14681445530.122879
4999781,5855896504.792951,14790237611.46597,6933056192.698569,14562553232.534912,6254614063.804325,14681452553.133722
4999782,5847941568.547203,14726415628.20948,6921662114.289349,14515619269.062893,6254615977.365223,14681459680.094769
