uur,m1x,m1y,m2x,m2y,Mx,My
434,330052053.1316683,226565757.30888438,327675793.7704293,572657679.7164426,540239.0602070277,1269260.5862212325
435,286581849.7531183,276705246.7198286,369753132.3340264,544663675.867149,542471.7291515974,1270545.605772161
436,235611888.91725874,319623379.23166037,409692364.6985877,513522362.5620972,545111.4031845077,1272250.0504738425
437,178415110.776447,354108429.7501929,447246956.5877206,479395597.4986597,548104.4128698948,1274426.8503726043
438,116485297.01123339,379203928.95489585,482182910.042408,442466471.12242675,551386.3790444875,1277116.3863472838
439,51474673.681939065,394255543.44980234,514280622.76972437,402937839.247145,554885.1021779245,1280344.3210592328
440,-14879298.356373347,398938327.10498077,543336510.9356911,361031225.866699,558523.9665435199,1284120.3442633096
441,-80830981.53169803,393262176.9915133,569164843.8810174,316985605.34628934,562225.5201380546,1288437.9468509406
442,-144699882.49094963,377556208.1056587,591599513.4392036,271055889.7271473,565914.8803872251,1293275.1944224914
443,-204933869.26693958,352435379.5456161,610495639.9898963,223511177.03002214,569522.6685011685,1298596.3421420862
444,-260158046.12737703,318754549.3774146,625730985.6287844,174632801.33298793,572987.2737649315,1304354.0462053632
445,-309207505.2212802,277555813.3246248,637207152.1229734,124712214.46598169,576256.3645210011,1310491.8956255643
446,-351144409.47054464,230014588.8831674,644850542.9340262,74048728.76810724,579287.6677539259,1316947.006572884
447,-385261493.7183651,177388784.12573537,648613071.6447095,22947152.78825318,582049.1159375274,1323652.4742570831
448,-411074968.2127202,120973952.12800154,648472603.5720305,-28284645.616190664,584518.5019082933,1330539.5449655247
449,-428310042.22574234,62065926.29561238,644433122.6658734,-79338212.45660955,586682.7933929629,1337539.4369708616
450,-436882040.38640606,1931277.7271736264,636524621.5703381,-129906979.86679834,588537.2471321071,1344584.7933139799
451,-436875568.36218727,-58214879.73019239,624802718.6378248,-179688700.45624033,590084.4381119931,1351610.7878494838
452,-428523572.84276295,-117224697.49267723,609348011.4539754,-228387808.10604537,591333.2904856554,1358555.9288649226
453,-412187552.256921,-174028193.77860355,590265181.8093513,-275717671.8988413,592298.1689325342,1365362.6149833046
454,-388339673.4769271,-227639861.09586814,567681871.8313088,-321402713.128892,592998.0655000663,1371977.4996448804
455,-357547158.4410653,-277162409.4704021,541747354.9968709,-365180359.3365614,593455.8984537708,1378351.7166767775
456,-320459019.40139943,-321788635.1113231,512631028.856677,-406802813.8567857,593697.9261612487,1384441.0129811417
457,-277795025.2491603,-360802245.7903394,480520758.42305166,-446038624.2458166,593753.2697461746,1390205.827040621
458,-230336652.40589187,-393578320.95506895,445621100.2508063,-482674037.91033196,593653.5321521617,1395611.3448532175
459,-178919690.97323114,-419583948.10024035,408151437.2048588,-516514138.00694615,593432.4973609475,1400627.5586050705
460,-124428122.04428752,-438379460.6298699,368344052.6485633,-547383756.7170465,593125.8909628278,1405229.3480192334
461,-67788840.88055095,-449620604.766274,326442170.1322675,-575128165.1655349,592771.1814055851,1409396.5997765728
462,-9966762.858801246,-453061880.2293141,282697981.308027,-599613536.0280356,592407.3995541421,1413114.3764253303
463,48040186.678962655,-448561228.5364458,237370691.40872374,-620727156.925445,592074.9523425632,1416373.142406826
464,105206694.46985403,-436086164.954412,190724704.2225079,-638377357.4611256,591815.404102937,1419169.0507771252
465,160486724.37929437,-415721135.46729136,143028292.11464775,-652493505.0823592,591671.1965447029,1421504.2893178859
466,212822382.35345665,-387675549.22161245,94551850.51415637,-663026770.6640178,591685.2757159073,1423387.477900136
467,261155916.34893155,-352293319.11118877,45565284.34537661,-669949440.0036132,591900.5933858901,1424834.10004836
468,304444408.0959757,-310062843.5395477,-3663342.3188690767,-673253739.5262773,592359.4498062675,1425866.9429811868
469,341678442.6496852,-261626006.081907,-52868999.79790197,-672951280.0524995,593102.6453136309,1426516.5070649057
470,371905450.8272027,-207785356.09819904,-101790986.89847445,-669072471.220044,594168.4145712946,1426821.3289212624
471,394257920.2832986,-149507968.97704148,-150174164.0876667,-661665813.121364,595591.1301545284,1426828.1451751639
472,407986281.81372094,-87924068.45431091,-197770083.30374104,-650797104.7822034,597399.7835078463,1426591.8076050624
473,412495631.10540175,-24318257.038996287,-244338010.54384804,-636548598.5718973,599616.2826964064,1426174.8490669767
474,407384571.4571994,39888814.213947736,-289645844.90866566,-619018119.0677013,602253.6477270493,1425646.5985997037
475,392483440.2427221,103170160.58594836,-333470939.53621346,-598318159.6901305,605314.2323890509,1425081.7602112922
476,367888169.7061517,163934553.30051273,-375600830.5493026,-574574967.5126277,608788.1492149214,1424558.4090177158
477,333985282.87567604,220580593.12400526,-415833880.54479074,-547927624.6316886,612652.1094573317,1424155.4233333145
478,291463350.2222071,271560533.5555463,-453979843.3881402,-518527132.86400473,616868.8982269999,1423949.458034226
479,241306917.0182227,315449589.43754816,-489860357.16962165,-486535507.13845354,621387.6727346028,1424011.6600003485
480,184770582.96500343,351014709.6527254,-523309372.14711833,-452124881.7053292,626145.1929136278,1424404.4091012764
481,123333424.03736648,377275842.66000056,-554173520.3634474,-415476632.16143405,631067.9756543786,1425178.4128657207
482,58636824.82268276,393553002.4583243,-582312433.3987707,-376780515.2668556,636075.2284208306,1426370.4698261356
483,-7588643.26042559,399494060.07372737,-607599014.4092926,-336233827.59031034,641082.297207268,1428002.1403874375
484,-73600074.0793046,395080841.3532866,-629919670.2104435,-294040583.15004903,646004.289032376,1430079.439071235
485,-137715374.3025979,380614170.43618643,-649174508.6709417,-250410709.4043395,650759.5192192418,1432593.5180307704
486,-198376416.7769438,356681218.62795997,-665277506.0549424,-205559260.18075162,655272.4875958505,1435522.1836937447
487,-254198005.13991052,324110321.7942128,-678156648.0919746,-159705643.4178067,659476.1863145466,1438832.0035053915
488,-304000893.4304363,283919073.872066,-687754047.2470014,-113072860.97866364,663313.6567052023,1442480.7293996192
489,-346829313.9222057,237261098.2412026,-694026036.3731229,-65886757.61464339,666738.8164952865,1446419.7837208556
490,-381955074.3770123,185375783.5783973,-696943234.671426,-18375278.125308596,669716.6542927496,1450596.6058459547
491,-408871167.30247766,129543857.14776799,-696490577.0365708,29232256.36181715,672222.9295827664,1454956.7245825955
492,-427278046.67916256,71050307.31901205,-692667324.9830385,76705800.6131486,674243.5271931882,1459445.4865245235
493,-437065384.4099275,11155019.56863045,-685487265.9483517,123815135.91917041,675773.6038016325,1464009.423982984
494,-438291669.19943255,-48929579.359260924,-674979190.4086968,170330785.5994542,676816.6399338567,1468597.2838901947
495,-431163959.25828314,-108054747.61703435,-661186701.9799049,216025215.61742154,677383.4823330987,1473160.7610330891
496,-416018787.0447534,-165146194.17451087,-644167831.8611914,260673463.92848504,677491.4355958499,1477654.9887771527
497,-393304679.17438275,-219210868.95401993,-623995027.8394237,304053758.4102674,677163.439288837,1482038.8429803636
498,-363566842.8567508,-269340986.45786345,-600755181.6715043,345948303.3557925,676427.3479923026,1486275.1114538254
499,-327434157.8189491,-314716201.786661,-574549594.5989771,386144130.1006033,675315.3182738629,1490330.5748529062
500,-285608360.5703907,-354604740.9147557,-545493888.3350688,424433976.84440184,673863.2974540005,1494176.037617908
501,-238855180.11401683,-388364155.24268854,-513717867.5012943,460617193.6797403,672110.6029779402,1497786.3405959345
502,-187997104.4787923,-415442240.9356594,-479365332.1982951,494500673.72675455,670099.5772721784,1501140.3807573223
503,-133907403.03150645,-435378550.4288475,-442593835.783512,525899810.7692506,667875.3003117533,1504221.1581089853
504,-77504987.45382334,-447806827.0134447,-403574381.2593142,554639482.4792573,665485.3401022509,1507015.8654004093
505,-19749654.87587487,-452458608.3964687,-362491048.84055513,580555056.923217,662979.5194055358,1509516.0322522477
506,38362786.62824791,-449168163.6198339,-319540546.8497703,603493418.6205863,660409.6749905408,1511717.73153773
507,95806060.42940316,-437878839.9439517,-274931677.9418984,623314008.9524727,657829.383312519,1513621.851753454
508,151530239.01495063,-418650790.9722406,-228884712.7533147,639889874.1811621,655293.6238369637,1515234.4341982638
509,204470503.10217455,-391669922.05416816,-181630663.40603694,653108712.745178,652858.3484676394,1516567.0674550135
510,253558557.62486738,-357257711.297979,-133410449.89553925,662873911.8572536,650579.9232345576,1517637.3233486314
511,297737440.9714184,-315881333.474505,-84473953.2719381,669105561.784086,648514.4074342572,1518469.207722497
512,335980428.2777248,-268163223.95342547,-35078950.710101396,671741434.5660237,646716.6371188858,1519093.5857622752
513,367314599.3613547,-214888875.49402004,14510070.929891005,670737912.3876374,645239.0859966017,1519548.5254319657
514,390849371.09741944,-157011285.5131422,64023224.61632751,666070849.3845639,644130.4895952661,1519879.4849662753
515,405809836.0093129,-95650116.0985564,113186655.13485748,657736349.4098825,643434.2401506434,1520139.2536725153
516,411574070.5963894,-32083379.258672103,161724090.46330965,645751441.2012438,643186.5916615084,1520387.5435681932
517,407712682.1550227,32270562.810025714,209358506.59643173,630154631.4368914,643414.7567332876,1520690.128335862
518,394027821.03327084,95882544.92073913,255813896.50506842,611006315.133968,644135.0259447201,1521117.442467243
519,370587857.62756675,157154708.71810955,300817129.1671278,588389021.2429911,645351.0889519491,1521742.5933837665
520,337753169.2534434,214474787.9987109,344099874.96546096,562407469.1718092,647052.7722794834,1522638.8053651408
521,296188324.6257593,266280309.03949755,385400547.8037671,533188420.87513924,649215.4168105725,1523876.402052128
522,246856669.0087227,311128340.64410174,424466188.9839232,500880419.9257216,651800.0849666805,1525519.5306402622
523,190994821.90910903,347764571.75905925,461054560.47823864,465653687.5816733,654754.7078980326,1527622.913747582
524,130067080.25574447,375185112.1639842,494936792.5873315,427699379.7305681,658016.164292956,1530228.959893741
525,65703557.991633825,392684372.49716574,525899227.1803592,387228014.92466885,661513.1448867979,1533365.5500411878
526,-372541.03195301443,399883327.1976338,553744997.9990845,344468281.3256994,665169.5350019352,1537044.7377250614
527,-66421554.50423499,396736066.0496022,578295820.2125287,299665728.5545472,668907.9755326675,1541262.4738220007
528,-130760358.70734994,383515411.4795151,599393702.5238763,253081166.2695559,672653.254855659,1545999.3238913899
529,-191825456.37284777,360780943.67341244,616902482.1204814,204988830.05417797,676335.2388982864,1551222.019280873
530,-248222011.18449044,329334557.01141304,630709154.2970014,155674358.34213278,679891.1450551318,1556885.5997809246
531,-298757105.0356152,290169298.49773854,640724976.1832753,105432612.30639511,683267.0793472241,1562935.8763968395
532,-342457671.43474936,244416825.68841982,646886325.8189981,54565369.86422306,686418.8586348895,1569311.9622699665
533,-378575134.9212867,193297713.53028706,649155301.1148641,3378927.0319121107,689312.2137995381,1575948.6718735057
534,-406579645.86440617,138077439.12179893,647520047.9000411,-47818357.97160121,691922.5101400721,1582778.6544557451
535,-426147020.80979234,80029514.08699706,641994811.7111963,-98718541.05941322,694234.1314819789,1589734.1916367947
536,-437141261.93853515,20406121.645835027,632619713.7997977,-149016551.84568423,696239.6632156615,1596748.641413808
537,-439595035.5494921,-39584170.85531389,619460257.689781,-198412599.95020843,697938.9861013968,1603757.5478513376
538,-433689905.2781694,-98792524.70225917,602606578.2295895,-246614493.31613433,699338.3650442978,1610699.4579675826
539,-419737553.4388675,-156140885.6684826,582172450.2152083,-293339836.57548755,700449.5904500405,1617516.497611684
540,-398162743.89514714,-210629138.65666038,558294078.1192993,-338318081.094359,701289.2070716548,1624154.7600008661
541,-369488403.4310623,-261339444.87592915,531128692.0949099,-381292402.58948255,701877.8474510474,1630564.5573085172
542,-334322922.24484354,-307438717.6480105,500852978.1244041,-422021386.92714643,702239.6739856546,1636700.5798061825
543,-293349581.8613402,-348180046.70514476,467661371.8902389,-460280509.6731077,702401.9245567365,1642522.0003062957
544,-247317890.06017637,-382903738.4282664,431764246.61754674,-495863399.91866785,702394.5505822636,1647992.5550758552
545,-197036517.36931163,-411038512.0435138,393386024.74445164,-528582883.57461375,702249.9323650294,1653080.6265124509
546,-143367470.98820624,-432103282.74842775,352763241.73738927,-558271805.2411671,702002.653883817,1657759.347841399
547,-87221095.84793034,-445709870.58828646,310142587.5755839,-584783629.8582314,701689.3170739667,1662006.7458091746
548,-29551448.989191428,-451566894.8629866,265778948.07975024,-607992822.4578056,701348.3736800497,1665805.9335558482
549,28648449.3532795,-449485044.53240776,219933473.82808486,-627794988.230233,701019.9506087537,1669145.3621800146
550,86351995.00915468,-439383838.3475713,172871785.1257032,-644106739.8353449,700745.6421775102,1672019.1355119
551,142505464.9980387,-421299701.9064935,124862634.96144548,-656865598.0855498,700568.2396808015,1674427.3877042672
552,196036672.17146704,-395394815.66726047,76176267.93369845,-666030653.9459689,700531.365607395,1676376.716356947
553,245866865.59354627,-361967485.8078052,27081858.291082256,-671581936.2247593,700678.9784026318,1677880.6545743868
554,290925466.82713616,-321463124.009263,-22153837.98950044,-673519162.8087423,701054.7130728597,1678960.1560895047
555,330168911.1998479,-274484320.0309295,-71267615.32202543,-671861132.4874667,701701.02315404,1679644.0538944039
556,362604370.7310257,-221799138.23053518,-120001060.0495148,-666645115.5194738,702658.0957187212,1679969.435258967
557,387318592.0409369,-164346098.4944653,-168101736.24439666,-657926127.5516942,703962.5242647813,1679981.8577694711
558,403511678.76935226,-103233854.41805217,-215324270.05086836,-645776125.2013304,705645.7463521088,1679735.313841192
559,410534978.1071622,-39733328.83550134,-261431328.75077295,-630283152.4879291,707732.2854393185,1679291.8390344451
560,407931321.9331464,24739952.49190805,-306194498.7400434,-611550456.2862216,710237.8793574175,1678720.658317073
561,395474811.5169481,88655231.10870111,-349395068.2720293,-589695583.546037,713167.6278547097,1678096.781084746
562,373206289.4235145,150408625.67983744,-390824721.3800018,-564849470.0459398,716514.3408538351,1677498.9964483513
563,341459877.35847664,208377586.73900837,-430286149.67424065,-537155528.4273307,720257.305064638,1677007.2875563311
564,300875796.81672436,260985403.20683265,-467593588.84422576,-506768741.661182,724361.6942178465,1676699.7730227741
565,252395417.06611648,306771396.1554716,-502573286.70688117,-473854766.739382,728778.8139410057,1676649.3809748942
566,197236208.28956133,344460668.11511314,-535063909.54317737,-438589052.1826159,733447.2907277338,1676920.5443659064
567,136846842.52001452,373026355.5902088,-564916893.274039,-401155971.8813594,738295.1937476938,1677566.2494964185
568,72845589.02703756,391737669.39996165,-591996745.7557275,-361747976.8129109,743242.9415758051,1678625.7538062874
569,6947699.740649544,400188685.2331573,-616181306.131114,-320564765.2870177,748206.7259591921,1680123.2100210267
570,-59110984.82619482,398305535.0018591,-637361966.7534838,-277812471.5503544,753102.112499223,1682067.3072108775
571,-123646829.41440259,386332696.40421957,-655443862.6879067,-233702871.81408566,757847.4710879661,1684451.8959190762
572,-185091402.8055761,364801748.529022,-670346033.1540861,-188452606.05124784,762366.944684574,1687257.4388288655
573,-242040580.96058246,334487700.7837546,-682001558.4174845,-142282413.24381274,766592.7635480196,1690453.0465642652
574,-293288053.81454957,296358596.8822625,-690357674.354225,-95416377.19353557,770466.8249485333,1693998.8302305646
575,-337843686.3604737,251523671.37749782,-695375864.7107127,-48081179.84968783,773941.5595648136,1697848.3222614655
576,-374938737.10002464,201184236.15281612,-697031927.0047102,-505360.9058992192,776980.178728456,1701950.7689541786
577,-404020781.7422879,146590098.1802119,-695316003.0304688,47081406.79561867,779556.4363070054,1706253.16310541
578,-424741393.2369319,89002993.35320696,-690232587.3039808,94448977.62762836,781654.0491455987,1710701.948098481
579,-436939301.58212364,29667422.636175558,-681800703.4854882,141367288.4033552,783265.9090368338,1715244.3762996723
580,-440621293.90094566,-30211754.6207249,-670054389.2612584,187607245.0878296,784393.1961492628,1719829.5410826374
581,-435943113.7150941,-89485844.00172867,-655042550.6115801,232941958.3770745,785044.4764706921,1724409.1231619655
582,-423191393.6549731,-147073524.35293233,-636828541.2641175,277147399.6172076,785234.8409348072,1728937.9014645184
583,-402767030.5016287,-201968154.87396306,-615490135.7348444,320003012.7620489,784985.1223765946,1733374.0815221486
584,-375170570.39321125,-253242369.83087987,-591119554.0792484,361292508.5321008,784321.2083928596,1737679.49161349
585,-340989773.72797364,-300050843.0802271,-563823420.9614644,400804729.0045547,783273.455117238,1741819.6909967996
586,-300889271.9331055,-341632000.6871166,-533722666.03696895,438334542.718706,781876.1979533383,1745764.0278688956
587,-255602100.26641616,-377309340.88748693,-500952372.35477483,473683765.37185127,780167.349278599,1749485.6781987434
588,-205922809.2538535,-406492900.45978504,-465661571.59812784,506662106.720111,778188.0690936313,1752961.6907883135
589,-152701799.2728076,-428681300.6690413,-428012981.1214242,537088143.7604059,775982.4917603342,1756173.0589432295
590,-96840475.81675272,-443464715.0678988,-388182676.0171967,564790318.8606435,773597.4897178874,1759104.834894668
591,-39286777.79544207,-450529020.56565446,-346359688.6317614,589607960.0233985,771082.4529188928,1761746.2993455764
592,18969418.61801599,-449661314.4398841,-302745527.5798725,611392318.9727701,768489.0603730434,1764091.1948467884
593,76901575.8565228,-440756893.481607,-257553608.23565406,630007621.2188712,765871.0174649981,1766138.027677568
594,133453071.03720021,-423827685.6594188,-211008586.86045116,645332120.6659572,763283.729648133,1767890.4379661183
595,187545760.18228897,-399011986.6930041,-163345590.9708903,657259149.6943151,760783.8799532661,1769357.6313329865
596,238091276.63005063,-366585170.5129749,-114809339.2698531,665698153.984064,758428.8750348552,1770554.8567509616
597,284005838.73236835,-326970802.1648648,-65653145.48014716,670575699.6945164,756276.1231358377,1771503.904042903
598,324229312.22210735,-280751278.0348974,-16137801.753865875,671836439.0088987,754382.1087843077,1772233.5801884371
599,357749143.8890299,-228676756.33220726,33469661.007906847,669444018.5509626,752801.2351358897,1772780.1066156118
600,383629506.89137596,-171670745.06483954,82897336.59645921,663381913.8294289,751584.4179291953,1773187.36106642
601,401045524.9804529,-110830338.89191797,131869929.0479654,653654171.7137152,750777.4373419532,1773506.8699666893
602,409321738.83594185,-47418830.76777801,180110356.0155191,640286042.010019,750419.0872358694,1773797.4447617251
603,407973047.6896088,17151602.974439047,227341462.6860593,623324478.4438466,750539.2051200246,1774124.3544151646
604,396745278.4243717,81349084.94242603,273287835.4736895,602838488.5623051,751156.7171218903,1774557.943253961
605,375651473.6058178,143564146.68581417,317677699.90546983,578919310.7873112,752277.882294278,1775171.6448138063
606,344999221.2050845,202164374.12855503,360244877.57032025,551680395.1430151,753894.9570025096,1776039.4107377983
607,305404205.4004446,255559267.96228784,400730751.7869103,521257173.15995693,755985.5075207428,1777232.6642952312
608,257785917.45845968,302270854.8030792,438886166.89226675,487806705.96327347,758512.5638453283,1778816.9863526989
609,203343041.28093332,341003718.6649361,474473520.5044529,451507480.7535472,761425.7251289019,1780848.824872161
610,143508553.07929128,370707761.1747814,507269406.01907384,412558580.037546,764663.2058435234,1783372.5624534201
611,79888448.02618906,390627042.8412261,537066434.0268966,371178005.1196517,768154.6732147133,1786418.2602834222
612,14189554.678022832,400329033.8350327,563674764.0693406,327601388.068906,771824.6055051178,1790000.3141808014
613,-51856609.17769496,399712253.9168636,586923843.1533183,282080594.96270174,775595.8313582032,1794117.130386609
614,-116566453.61073008,388993139.11652774,606664054.9594994,234882038.36672467,779392.9054183936,1798751.7862875282
615,-178367226.88645822,368675481.5314928,622768178.3526037,186284764.42389995,783145.0319785582,1803873.5169398703
616,-235846169.07039976,339507507.02383065,635132628.6923658,136578361.17423064,786788.3467346801,1809439.7878691787
617,-287784239.5031696,302432234.158705,643678463.3248848,86060721.99729684,790267.4785575953,1815398.687715256
618,-333174867.71424425,258536327.51166746,648352134.6092435,35035696.88308796,793536.4128592171,1821691.394568174
619,-371229698.98180604,209001566.40311846,649125977.3407587,-16189334.063169323,796558.7496496071,1828254.5211900985
620,-401374129.46207327,155061688.0445395,645998422.2657313,-67305928.74141628,799307.4880227146,1835022.208372436
621,-423235635.0081755,97966050.37629199,638993932.9319925,-118007055.7175057,801764.4785129745,1841927.8974762761
622,-436627670.31930363,38950487.597470485,628162668.9383669,-167989534.43268895,803919.6739127219,1848905.7636674314
623,-441531443.4194108,-20785026.876303837,613579884.3986629,-216956407.148373,805770.2867996899,1855891.8270707456
624,-438077313.01818275,-80092752.57091475,595345075.8500581,-264619209.0264818,807319.9356537514,1862824.7806436974
625,-426527019.3356161,-137888646.36206222,573580898.6879464,-310700105.8835118,808577.8360497439,1869646.5837472144
626,-407257499.4830089,-193160019.85567063,548431875.3215381,-354933873.0610826,809558.0716859009,1876302.8725415582
627,-380746676.5023465,-244970428.78444067,520062921.4860096,-397069693.33866835,810278.9628903202,1882743.2355459798
628,-347561343.5012357,-292462717.7631958,488657719.4338855,-436872756.666428,810762.537593888,1888921.397378698
629,-308347075.9484251,-334861009.27240765,454416968.01846635,-474125649.49710625,811034.1008607415,1894795.3474919742
630,-263819976.92213747,-371472293.8506236,417556539.9624947,-508629526.4124474,811121.8930238086,1900327.4446347689
631,-214759973.03180614,-401688159.92729276,378305575.8669032,-540205061.2969083,811056.8223940824,1905484.5223118428
632,-162005316.38667026,-424987099.8684695,336904542.7143573,-568693179.0807585,810872.2556237816,1910238.015810049
633,-106447897.06330541,-440937742.2382199,293603281.7014661,-593955571.0760428,810603.8464810804,1914564.1273392446
634,-49028921.39052861,-449203285.1892159,248659066.8894024,-615874994.3256099,810289.3815664506,1918444.0422357528
635,9265538.338281281,-449547338.4404079,202334700.82827175,-634355340.8904872,809968.6190434182,1921864.2056353125
636,67409640.30784363,-441841305.6706173,154896743.71314782,-649321447.980186,809683.0935847209,1924816.665083535
637,124343996.32521395,-426073177.54314256,106614173.80881105,-660718912.1185213,809475.8573901755,1927299.4796320566
638,178984079.26608986,-402357202.7111202,57756842.89673227,-668514645.1483601,809391.1235959298,1929317.189012217
639,230231976.35094458,-370945101.1985808,8592976.667099938,-672696299.4157923,809473.7763826357,1930881.3267952148
640,276991131.11620545,-332238056.7662352,-40612173.87221869,-673270954.5273126,809768.7113292678,1932010.951537043
641,318185318.7485048,-286797888.665597,-89597403.60357061,-670264457.8994393,810319.9695321741,1932733.1558394006
642,352782715.761558,-235356495.56121233,-138106742.16759688,-663720794.0985626,811169.6349621989,1933083.4948277015
643,379825337.26046574,-178821993.6572451,-185890593.07812503,-653701343.7756382,812356.4779674374,1933106.25626787
644,398463695.0321994,-118279490.64050555,-232706773.6515549,-640284068.7569063,813914.3505780539,1932854.476379724
645,407995835.4267965,-54984167.4731828,-278321451.8271984,-623562652.5708863,815870.3730926848,1932389.5925343717
646,407908971.4195073,9655683.400347464,-322509984.5065822,-603645614.241983,818242.9960934288,1931780.622629059
647,397920822.14850956,74107644.35840726,-365057663.6408612,-580655407.5362567,821040.073893968,1931102.7782261746
648,378016694.79522,136757263.91873908,-405760376.72092396,-554727514.8021233,824257.136186426,1930435.4608397877
649,348477564.9082569,195962852.4080717,-444425188.4926426,-526009542.52995247,827876.0813051787,1929859.660404699
650,309894264.84571034,250120627.73038423,-480870850.7602844,-494660324.18810636,831864.5214176176,1929454.8668586581
651,263163663.1751841,297735745.52338976,-514928247.0747437,-460849034.5733824,836175.9735654106,1929295.7050991845
652,209464513.5818717,337492973.7942371,-546440778.9426658,-424754318.7601956,840751.0059704272,1929448.5870402146
653,150213271.44215268,368319883.92527837,-575264699.9516481,-386563437.7060816,845519.3257358996,1929968.7162661208
654,87003102.26123238,389435826.4238494,-601269403.8966612,-346471431.64608204,850402.6563674188,1930897.762098946
655,21531832.926917262,400381696.40515745,-624337672.6182102,-304680301.56580544,855318.1346210376,1932262.4381490757
656,-44473924.076976925,401028210.7279008,-644365888.8190839,-261398208.26695126,860181.886564473,1934074.0925424627
657,-109331155.16373211,391563449.61560136,-661264218.5973839,-216838687.81850487,864912.438573818,1936329.274365911
658,-171463241.90372655,372463033.65299904,-674956767.7821052,-171219881.51492432,869433.6764499496,1939011.1176504234
659,-229449162.1246213,344447982.7396142,-685381715.301624,-124763777.84266476,873677.164172211,1942091.3053396076
660,-282057448.17604554,308435850.1442184,-692491425.5594001,-77695463.43690015,877583.7448004406,1945532.3499560673
661,-328265347.6951721,265490284.7328178,-696252539.6675353,-30242379.870904073,881104.4444788975,1949289.9483847185
662,-367265130.4379735,216773091.12865183,-696646041.4912962,17366415.230535753,884200.7709029971,1953315.2192139344
663,-398460294.6699642,163501519.41424802,-693667289.3927238,64900974.46561804,886844.5355965745,1957556.6942958066
664,-421454621.1361778,106912243.39142038,-687326022.734259,112131129.71137476,889017.3389612546,1961961.9969929599
665,-436036711.4515953,48232434.422575295,-677646516.1017547,158827054.35764825,890709.8465603777,1966479.1892119886
666,-442162174.37880087,-11342653.096450873,-664668066.4071422,204760121.72226387,891920.9631316912,1971057.8045124866
667,-439935659.2680229,-70666454.9368468,-648444895.631581,249704173.0471233,892656.9846298656,1975649.6053800797
668,-429593814.45551264,-128652704.60645154,-629045695.5990773,293436205.5228387,892930.784744529,1980209.112074005
669,-411489524.2575471,-184283212.43661684,-606553581.9078403,335736977.93846637,892761.0719354963,1984693.9533912216
670,-386078004.92223936,-236612989.13960725,-581066115.2957305,376391812.4349927,892171.7356550124,1989065.0875033238
671,-353904959.9348282,-284773560.4001764,-552695253.4293641,415191473.65706986,891191.2877227193,1993286.935707057
672,-315596731.2406317,-327975227.26105237,-521567239.5416244,451933079.6994629,889852.3960305587,1997327.465760336
673,-271852254.6708145,-365508920.83965707,-487822435.4648152,486421038.85369843,888191.5017464607,2001158.2554752266
674,-223436544.71767956,-396748188.93575156,-451615098.06508094,518468012.4654725,886248.5070572002,2004754.561857343
675,-171175372.2868619,-421151753.36222106,-413113093.9462266,547895903.6439164,884066.517491107,2008095.416449453
676,-115950747.37966141,-438266991.591804,-372497545.50821775,574536870.0479122,881691.6203844611,2011163.7635640837
677,-58696767.82336368,-447734619.71774495,-329962400.6530775,598234357.4019032,879172.6786430776,2013946.6545251817
678,-395338.8108887449,-449294777.9429544,-285713918.1208762,618844148.8242836,876561.1162906298,2016435.5075122344
679,57928797.146657996,-442794634.82280767,-239970060.44537207,636235423.4555922,873910.6692291435,2018626.4386410532
680,115214353.72726877,-428197520.3769631,-192959786.79983145,650291816.2368844,871277.0711864342,2020520.6649633371
681,170371828.03421193,-405593457.5336776,-144922238.55997765,660912469.0182285,868717.6412441591,2022124.9734903665
682,222294639.13853964,-375210772.22282726,-96105811.2591768,668013061.4976796,866290.7361941005,2023452.2414874642
683,269873893.0355985,-337428212.44168234,-46767107.769958265,671526808.8397354,864055.029233454,2024521.9815631143
684,312017565.5851848,-292786688.98508775,2830230.968507603,671405411.2465036,862068.5776551478,2025360.8701688363
685,347674767.86159444,-241999370.35891038,52416819.536842264,667619939.3086439,860387.6482185674,2026003.2002717352
686,375865476.3139904,-185958447.49065784,101718945.64139377,660161637.702439,859065.2822125475,2026491.1793741721
687,395715621.4726494,-125736486.87146755,150460108.96811414,649042628.7726727,858149.6052814715,2026874.9753992856
688,406496698.06672555,-62580009.33815555,198362675.72650215,634296496.7711357,857681.9215501883,2027212.399736805
689,407668093.0504026,2107099.7707824856,245149640.21636775,615978732.9642909,857694.6771389493,2027568.115276478
690,398919207.0957314,66792368.99333861,290546481.15671444,594167021.2879381,858209.4310012942,2028012.2748870954
691,380207351.37394977,129856812.21826133,334283095.65061766,568961343.2736728,859235.0226115868,2028618.5388989616
692,351786619.51483405,189649893.72554585,376095784.2266243,540483879.6850824,860766.1630648287,2029461.490962068
693,314222807.5209757,244555003.99797836,415729235.9019482,508878695.39332473,862782.6827526934,2030613.5647538553
694,268390260.4215968,293060882.34745914,452938438.0908649,474311294.4279169,865249.6314593877,2032141.6941157312
695,215448167.26945516,333832550.1658295,487490762.89925253,436968315.2393139,868118.3411483777,2034103.982673595
696,156796393.76288986,365774981.78323084,519168598.61697835,397056610.76425266,871328.4379116304,2036546.7307807389
697,94014845.805673,388082867.37991065,547771143.5127231,354801467.8048123,874810.6501295886,2039502.138727924
698,28791883.846300088,400270826.9726702,573115882.9601052,310445225.3426762,878490.1399045378,2042986.919828257
699,-37151274.19969617,402182130.3894655,595040271.0879478,264245791.36082405,882290.0180972407,2047001.927566917
