uur,vx_c,x_c,y_c,vx_b,x_b,y_b,vx_ster,x_ster,y_ster
999016,-26075.79028933859,22396533555282.188,-7079835380934.653,30185.398087805857,22404940993053.99,-7036710478766.396,96.68658903725208,22384743467667.574,-7063869076274.748
999017,-33477.89948668357,22393185765333.52,-7083209798682.158,27626.37595223363,22407703630649.21,-7039126536082.85,125.34280905387442,22384756001948.48,-7063855805192.445
999018,-37873.942163290165,22389398371117.19,-7085572692228.673,24690.2330834424,22410172653957.555,-7041859261077.349,150.67384193107975,22384771069332.67,-7063842539299.507
999019,-39940.62907982552,22385404308209.207,-7086961463083.666,21398.251659018988,22412312479123.457,-7044877089195.468,173.8015722561212,22384788449489.9,-7063829394933.104
999020,-40178.474219689044,22381386460787.24,-7087432528542.282,17774.6685489391,22414089945978.35,-7048144598484.822,195.50591554090556,22384808000081.453,-7063816476033.683
999021,-38934.90175947025,22377492970611.293,-7087049281368.035,13847.39594619036,22415474685572.97,-7051622445373.74,216.26316172929066,22384829626397.625,-7063803896705.197
999022,-36439.60578442721,22373849010032.85,-7085877173728.876,9648.849787288327,22416439570551.7,-7055267316291.682,236.30626081306,22384853257023.707,-7063791790556.495
999023,-32834.26986071119,22370565583046.78,-7083982575728.646,5216.869461173897,22416961257497.816,-7059031916797.963,255.67418117842445,22384878824441.824,-7063780312868.182
999024,-28194.067889678816,22367746176257.812,-7081433840736.028,595.6980544740763,22417020827303.266,-7062865025380.745,274.2457703423378,22384906249018.86,-7063769638314.104
999025,-22542.58468412055,22365491917789.402,-7078303989111.685,-4163.027456124544,22416604524557.652,-7066711644943.07,291.76143367246124,22384935425162.227,-7063759955127.749
999026,-15862.830278434474,22363905634761.56,-7074675015174.873,-8999.35289427462,22415704589268.227,-7070513290759.598,307.8380086453463,22384966208963.09,-7063751455477.042
999027,-8107.773386636778,22363094857422.895,-7070644273346.949,-13844.259784980919,22414320163289.727,-7074208458508.486,321.9837873199657,22384998407341.82,-7063744320951.589
999028,784.2644646055669,22363173283869.355,-7066333838104.584,-18619.240685671863,22412458239221.16,-7077733318511.01,333.6243864998804,22385031769780.47,-7063738701243.347
999029,10859.329187381667,22364259216788.094,-7061904171263.61,-23236.37991028799,22410134601230.133,-7081022680678.851,342.159009514469,22385065985681.42,-7063734683302.6455
999030,22082.56297302925,22366467473085.4,-7057573596867.47,-27599.151022318583,22407374686127.902,-7084011266573.582,347.0853834726799,22385100694219.77,-7063732247991.777
999031,34199.217236471464,22369887394809.047,-7053643824219.177,-31604.150232793392,22404214271104.62,-7086635307987.86,348.2660048393406,22385135520820.254,-7063731213679.065
999032,46460.790244551295,22374533473833.504,-7050525489847.907,-35143.95620506894,22400699875484.113,-7088834463575.673,346.4494927167544,22385170165769.527,-7063731177931.48
999033,57181.46852729269,22380251620686.234,-7048738319439.37,-38111.22542128671,22396888752941.984,-7090554005596.551,344.1118451797846,22385204576954.047,-7063731504382.704
999034,63364.65342321453,22386588086028.555,-7048822602058.645,-40403.98686845563,22392848354255.14,-7091747179316.757,346.17560791285155,22385239194514.84,-7063731471987.938
999035,61392.32804237331,22392727318832.793,-7051090791810.47,-41931.89179263505,22388655165075.88,-7092377582622.305,358.7764490916301,22385275072159.75,-7063730718712.574
999036,49807.101241677345,22397708028956.96,-7055325366061.686,-42622.92583099912,22384392872492.777,-7092421362410.789,384.1768570481918,22385313489845.453,-7063729785314.152
999037,31677.46174650855,22400875775131.613,-7060790585858.215,-42429.85033792864,22380149887458.984,-7091868995170.617,416.44615075701154,22385355134460.527,-7063730083224.845
999038,12330.471979095251,22402108822329.523,-7066623724888.752,-41335.48183076658,22376016339275.906,-7090726431280.44,445.6687950684242,22385399701340.035,-7063733167027.55
999039,-4513.684862553098,22401657453843.27,-7072167312186.814,-39355.92625293908,22372080746650.613,-7089015434198.903,465.085171326594,22385446209857.168,-7063740120334.517
999040,-17587.294585440985,22399898724384.727,-7077033640554.767,-36541.098843569685,22368426636766.258,-7086773024099.259,472.6525602525801,22385493475113.19,-7063751440200.913
999041,-27015.933928342944,22397197130991.89,-7081033735534.789,-32972.25875726387,22365129410890.53,-7084050038276.72,469.0792217948665,22385540383035.37,-7063767176442.545
999042,-33374.34006697443,22393859696985.19,-7084096348416.482,-28756.799663548452,22362253730924.176,-7080908933532.307,456.05433684282906,22385585988469.055,-7063787093782.189
999043,-37255.08911809278,22390134188073.383,-7086213052517.723,-24021.022637632184,22359851628660.414,-7077421049276.017,435.4109171476722,22385629529560.77,-7063810789067.663
999044,-39136.87238966414,22386220500834.418,-7087406955059.553,-18901.918700798542,22357961436790.336,-7073663600744.98,408.83488806229747,22385670413049.574,-7063837766563.944
999045,-39369.26523651637,22382283574310.766,-7087716320220.304,-13539.032216984084,22356607533568.637,-7069716672684.155,377.78927416426546,22385708191976.992,-7063867485769.918
999046,-38190.869635255345,22378464487347.24,-7087186661461.366,-8067.29671115689,22355800803897.52,-7065660443229.236,343.50558026201827,22385742542535.02,-7063899392280.149
999047,-35751.43230793414,22374889344116.445,-7085867592165.518,-2611.4249679481545,22355539661400.727,-7061572801778.015,306.9916188137745,22385773241696.902,-7063932937567.602
999048,-32129.73985082584,22371676370131.363,-7083812544061.97,2717.904099861,22355811451810.71,-7057527450902.0625,269.0421017211845,22385800145907.074,-7063967590641.9375
999049,-27346.33935183352,22368941736196.18,-7081080555223.646,7826.11096273441,22356594062906.984,-7053592515156.323,230.24995495376635,22385823170902.57,-7064002842919.917
999050,-21372.536293196994,22366804482566.86,-7077740029797.113,12635.283692028224,22357857591276.188,-7049829627815.216,191.01956170518991,22385842272858.742,-7064038206658.167
999051,-14138.49360296288,22365390633206.562,-7073874926188.117,17083.601310294467,22359565951407.22,-7046293433272.381,151.58506850033243,22385857431365.594,-7064073206472.268
999052,-5545.595289815958,22364836073677.582,-7069594394339.716,21123.983976324675,22361678349804.85,-7043031426922.306,112.04108602024931,22385868635474.195,-7064107362520.535
999053,4506.347001480155,22365286708377.73,-7065047501318.113,24722.306870704342,22364150580491.92,-7040084052165.699,72.40329738714843,22385875875803.934,-7064140162804.001
999054,16054.503595470354,22366892158737.277,-7060445097519.066,27855.457680210257,22366936126259.94,-7037484981127.391,32.73886108660947,22385879149690.043,-7064171021232.181
999055,28925.413767382266,22369784700114.016,-7056089797959.159,30509.471457342617,22369987073405.676,-7035261515905.329,-6.550677633952866,22385878494622.28,-7064199220030.079
999056,42428.79349972827,22374027579463.99,-7052408238719.211,32677.966829934172,22373254870088.668,-7033435047980.29,-44.15607433480833,22385874079014.848,-7064223847612.071
999057,54845.11364796337,22379512090828.785,-7049957412347.628,34361.000382004815,22376690970126.867,-7032021470559.305,-76.90956551614937,22385866388058.297,-7064243784489.456
999058,62994.386705061646,22385811529499.293,-7049333205709.221,35563.38167091005,22380247308293.957,-7031031360060.58,-98.98050370508005,22385856490007.926,-7064257870717.093
999059,63037.88909886461,22392115318409.18,-7050906003556.788,36290.47428651802,22383876355722.61,-7030470054992.063,-103.32782417492747,22385846157225.508,-7064265392559.85
999060,53436.51056525309,22397458969465.703,-7054514590468.597,36546.77284400704,22387531033007.01,-7030338247998.405,-87.14221682845138,22385837443003.824,-7064266642979.307
999061,37076.999684499504,22401166669434.152,-7059490716640.019,36339.66055182952,22391164999062.195,-7030632662658.655,-55.78561682215725,22385831864442.14,-7064262872401.242
999062,18888.332742925333,22403055502708.445,-7065029635938.254,35679.480282964265,22394732947090.492,-7031346299590.578,-18.399971025767634,22385830024445.04,-7064255604584.418
999063,2382.876428155505,22403293790351.26,-7070492089270.044,34577.97432271899,22398190744522.766,-7032468499863.912,18.474551230255095,22385831871900.16,-7064246079868.102
999064,-11063.389934664408,22402187451357.797,-7075471731311.851,33047.73660083019,22401495518182.848,-7033984979863.548,52.22890614041615,22385837094790.773,-7064235130739.077
999065,-21345.852081825033,22400052866149.613,-7079743068049.308,31102.243303896765,22404605742513.24,-7035877847642.488,82.59126102834158,22385845353916.875,-7064223277656.613
999066,-28833.969240492726,22397169469225.562,-7083194788020.498,28756.089659100548,22407481351479.15,-7038125590403.438,110.15665844995813,22385856369582.72,-7064210851957.809
999067,-33978.30526485954,22393771638699.08,-7085781444310.746,26025.349822844993,22410083886461.434,-7040703028982.996,135.6608902214656,22385869935671.742,-7064198085146.794
999068,-37169.69097929188,22390054669601.15,-7087494034625.579,22928.05506406931,22412376691967.84,-7043581241602.361,159.71820887816236,22385885907492.63,-7064185163546.099
999069,-38706.24114598695,22386184045486.55,-7088343423235.467,19484.797074545415,22414325171675.293,-7046727463855.612,182.75701834721545,22385904183194.465,-7064172259427.349
999070,-38797.1412332631,22382304331363.223,-7088351534512.191,15719.461662873002,22415897117841.582,-7050104976005.517,205.022544853788,22385924685448.95,-7064159547897.913
999071,-37575.17982559452,22378546813380.664,-7087547173545.149,11660.093186043046,22417063127160.188,-7053672992978.139,226.59485370158785,22385947344934.32,-7064147215246.69
999072,-35108.57661741409,22375035955718.92,-7085964767458.367,7339.882068064452,22417797115366.992,-7057386577458.66,247.40484584759164,22385972085418.906,-7064135461773.153
999073,-31409.75214684805,22371894980504.24,-7083645251952.541,2798.2551479553267,22418076940881.79,-7061196602400.781,267.244016389682,22385998809820.547,-7064124500373.991
999074,-26441.39027521066,22369250841476.72,-7080638960844.124,-1917.9703406652807,22417885143847.723,-7065049796040.989,285.7688517118551,22386027386705.72,-7064114550955.186
999075,-20121.685140262318,22367238672962.69,-7077010896226.278,-6753.435168119806,22417209800330.91,-7068888909828.508,302.503738044076,22386057637079.523,-7064105829736.606
999076,-12332.823730105774,22366005390589.68,-7072849292698.999,-11643.190443769363,22416045481286.535,-7072653056800.101,316.85044137984454,22386089322123.66,-7064098531487.242
999077,-2941.3505336252074,22365711255536.316,-7068278990639.368,-16511.899106293105,22414394291375.906,-7076278273547.761,328.1209414192577,22386122134217.8,-7064092801587.931
999078,8151.0490473733225,22366526360441.055,-7063481619529.389,-21273.48023759094,22412266943352.15,-7079698361066.863,335.6289085084334,22386155697108.652,-7064088693910.404
999079,20888.789900169773,22368615239431.07,-7058724015518.0,-25831.435613947924,22409683799790.754,-7082846055738.883,338.9104237398615,22386189588151.027,-7064086111587.912
999080,34811.74845957523,22372096414277.027,-7054391523014.589,-30080.127971902766,22406675786993.562,-7085654568257.513,338.1932627874872,22386223407477.305,-7064084736628.018
999081,48616.001561493984,22376958014433.176,-7051006421514.339,-33907.276140582726,22403285059379.504,-7088059502146.281,335.2208430712006,22386256929561.613,-7064083984703.217
999082,59675.51143265397,22382925565576.44,-7049176679074.009,-37197.87112916406,22399565272266.586,-7090001122134.138,334.1564638771565,22386290345208.0,-7064083086255.906
999083,64311.26798754383,22389356692375.195,-7049399530165.617,-39839.57867544335,22395581314399.043,-7091426885747.911,341.1191396469752,22386324457121.965,-7064081433533.112
999084,59894.46013946715,22395346138389.14,-7051763685425.482,-41729.46543090923,22391408367855.953,-7092294083723.02,360.34814896557987,22386360491936.863,-7064079113745.245
999085,47439.15916932937,22400090054306.074,-7055836422312.059,-42781.574164215686,22387130210439.53,-7092572370329.141,389.4706792763974,22386399439004.79,-7064077102242.569
999086,30956.026273785934,22403185656933.453,-7060902725572.178,-42934.53226559433,22382836757212.973,-7092245924565.815,420.73722217293687,22386441512727.008,-7064076809234.272
999087,14333.293354217512,22404618986268.875,-7066285653576.8125,-42158.132171741636,22378620943995.797,-7091314979701.63,446.8067373177797,22386486193400.74,-7064079480562.415
999088,-292.00250859234075,22404589786018.016,-7071492367835.805,-40457.78442791242,22374575165553.004,-7089796495758.888,463.77365746924244,22386532570766.484,-7064085924707.483
999089,-12239.037926670477,22403365882225.348,-7076211086802.036,-37875.95257547855,22370787570295.457,-7087723834238.288,470.6328303199117,22386579634049.516,-7064096520309.745
999090,-21553.565283916287,22401210525696.957,-7080260026998.119,-34490.13725052428,22367338556570.406,-7085145420085.85,467.9233877548546,22386626426388.293,-7064111318093.822
999091,-28529.198520720965,22398357605844.887,-7083539616037.073,-30407.59681696827,22364297796888.71,-7082122514040.943,456.81576939535586,22386672107965.234,-7064130141986.074
999092,-33488.561459069795,22395008749698.98,-7085999473305.068,-25757.58532310459,22361722038356.402,-7078726333767.404,438.66295182422834,22386715974260.418,-7064152666845.604
999093,-36704.209884278425,22391338328710.55,-7087618047089.501,-20682.275584976254,22359653810797.906,-7075034828524.723,414.8014830872037,22386757454408.727,-7064178474910.078
999094,-38378.51150647209,22387500477559.902,-7088390785268.373,-15327.628680897564,22358121047929.816,-7071129420221.122,386.460827891967,22386796100491.516,-7064207096716.447
