uur,vx_c,x_c,y_c,vx_b,x_b,y_b,vx_ster,x_ster,y_ster
992209,-14908.249991567152,22252581338257.734,-7028415912278.108,-34052.459098660125,22221304724294.387,-7048031489606.204,453.11127193634525,22232386747777.418,-7015394753551.373
992210,-22074.161105070136,22250373922147.227,-7031637587493.342,-32717.774088786566,22218032946885.508,-7046646546248.953,458.4808757216013,22232432595864.99,-7015404071248.122
992211,-28314.694222027985,22247542452725.023,-7034297427193.953,-30974.459912563452,22214935500894.25,-7044884462474.315,459.74737594154516,22232478570602.582,-7015416637448.763
992212,-33587.480885374775,22244183704636.484,-7036300066034.346,-28831.313540758747,22212052369540.176,-7042763377600.894,456.88433986494834,22232524259036.57,-7015432521400.081
992213,-37805.61508830614,22240403143127.652,-7037552998882.015,-26298.402736346885,22209422529266.543,-7040305074459.262,449.79073591234,22232569238110.16,-7015451765696.056
992214,-40819.045337214084,22236321238593.93,-7037964409758.938,-23387.603250576474,22207083768941.484,-7037535147644.73,438.25980271648166,22232613064090.434,-7015474389290.418
992215,-42390.37212490009,22232082201381.44,-7037443204482.47,-20113.272257299628,22205072441715.754,-7034483204240.362,421.93841015350245,22232655257931.45,-7015500386258.507
992216,-42163.0969597787,22227865891685.465,-7035902738452.452,-16493.055517976172,22203423136163.957,-7031183085116.882,400.2732978071293,22232695285261.23,-7015529717630.353
992217,-39625.03935417501,22223903387750.047,-7033271437482.6455,-12548.814170380656,22202168254746.918,-7027673089840.404,372.4491128313316,22232732530172.51,-7015562290502.694
992218,-34084.907978861345,22220494896952.16,-7029516379765.416,-8307.643130758943,22201337490433.844,-7023996179367.4375,337.3512209794655,22232766265294.61,-7015597913401.513
992219,-24722.63420150469,22218022633532.008,-7024689521821.527,-3802.984595538135,22200957191974.29,-7020200111982.88,293.6649770760879,22232795631792.316,-7015636210316.598
992220,-10865.258714390722,22216936107660.57,-7019005604791.43,923.8323177725379,22201049575206.066,-7016337429734.769,240.39306003392255,22232819671098.32,-7015676477245.024
992221,7273.831352910474,22217663490795.863,-7012937365123.896,5820.205604225228,22201631595766.49,-7012465209955.584,178.2373299976836,22232837494831.32,-7015717508231.309
992222,27458.466305947535,22220409337426.457,-7007240665205.423,10816.962084736966,22202713291974.96,-7008644803831.529,111.72371610831843,22232848667202.93,-7015757550600.513
992223,45195.38103982607,22224928875530.44,-7002765331111.634,15830.567252771212,22204296348700.24,-7004941829445.71,49.62095009307391,22232853629297.938,-7015794653515.46
992224,56101.21616477511,22230538997146.918,-7000094707319.365,20769.78760648061,22206373327460.887,-7001425548830.13,0.5404551128016948,22232853683343.45,-7015827335724.454
992225,58878.73014525212,22236426870161.44,-6999345585520.515,25532.90607454485,22208926618068.34,-6998167394717.612,-32.53074606346992,22232850430268.844,-7015854962822.7295
992226,55197.249754980716,22241946595136.94,-7000278184243.068,30005.527666741007,22211927170835.016,-6995239083555.718,-51.99689231063758,22232845230579.613,-7015877555698.126
992227,47579.6974307335,22246704564880.016,-7002510628305.353,34063.265134833215,22215333497348.5,-6992710334172.845,-61.776261873640664,22232839052953.426,-7015895408758.486
992228,38041.66411063983,22250508731291.08,-7005660552486.539,37577.17433620992,22219091214782.12,-6990646172216.849,-64.82567153076138,22232832570386.273,-7015908844857.912
992229,27844.23051740318,22253293154342.82,-7009399435673.878,40421.05950828808,22223133320732.95,-6989103925810.446,-62.72794277360938,22232826297591.996,-7015918132822.358
992230,17684.967425430274,22255061651085.363,-7013460097798.934,42480.21740655629,22227381342473.605,-6988130126372.16,-56.095122309565944,22232820688079.766,-7015923491825.629
992231,7922.5986403829575,22255853910949.402,-7017627338004.799,43660.86102239947,22231747428575.844,-6987757610429.582,-45.037711759265406,22232816184308.59,-7015925125646.726
992232,-1266.8179653102343,22255727229152.87,-7021725248001.734,43899.048097845014,22236137333385.63,-6988003160266.172,-29.50481856869819,22232813233826.734,-7015923259890.584
992233,-9796.5252613992,22254747576626.73,-7025605782257.89,43167.71332636173,22240454104718.266,-6988866003993.18,-9.49744461539737,22232812284082.273,-7015918171849.383
992234,-17615.333439816037,22252986043282.75,-7029139571562.397,41480.51093337866,22244602155811.6,-6990327409826.788,14.809962854755014,22232813765078.56,-7015910209808.9375
992235,-24675.447318867766,22250518498550.863,-7032208811697.876,38891.65158781282,22248491320970.383,-6992351465710.788,43.011192732113045,22232818066197.832,-7015899801575.292
992236,-30910.467852871552,22247427451765.574,-7034701840547.894,35491.65967932121,22252040486938.316,-6994886965219.341,74.45263932321869,22232825511461.766,-7015887453397.959
992237,-36216.53596798108,22243805798168.777,-7036509142238.909,31399.76408009698,22255180463346.324,-6997870165988.032,108.24321856713603,22232836335783.62,-7015873741143.25
992238,-40431.90191159945,22239762607977.617,-7037520815020.695,26754.22304380974,22257855885650.707,-7001228085027.233,143.2735075491799,22232850663134.375,-7015859295619.929
992239,-43311.450373336505,22235431462940.285,-7037626040115.383,21702.11065874031,22260026096716.582,-7004881965125.929,178.2287504630913,22232868486009.42,-7015844783214.136
992240,-44494.21378987047,22230982041561.297,-7036715958345.723,16389.941893415285,22261665090905.92,-7008750584162.724,211.58402431740123,22232889644411.855,-7015830881167.702
992241,-43466.30721729167,22226635410839.566,-7034692893874.625,10956.098599095814,22262760700765.832,-7012753162917.482,241.58039976486884,22232913802451.832,-7015818243518.739
992242,-39535.27334991048,22222681883504.574,-7031491355514.627,5525.510554910083,22263313251821.324,-7016811728692.975,266.208889794443,22232940423340.812,-7015807448536.746
992243,-31867.517651423692,22219495131739.434,-7027119217581.416,206.5943590014631,22263333911257.223,-7020852887215.199,283.29738605691267,22232968753079.418,-7015798912451.21
992244,-19712.61813558344,22217523869925.875,-7021726860194.995,-4909.856574947168,22262842925599.727,-7024809028857.78,290.9304461846839,22232997846124.035,-7015792754987.0
992245,-3005.1725762741517,22217223352668.246,-7015694419227.502,-9750.291164726073,22261867896483.254,-7028619042158.732,288.5559142165444,22233026701715.457,-7015788634425.786
992246,16668.914973821637,22218890244165.63,-7009674070760.418,-14257.019920091916,22260442194491.246,-7032228629848.956,278.7571232932755,22233054577427.785,-7015785667845.582
992247,35626.29325878216,22222452873491.508,-7004471817459.13,-18386.28109486898,22258603566381.758,-7035590325672.117,268.06352540765636,22233081383780.324,-7015782648821.225
992248,49594.75039825056,22227412348531.332,-7000755888260.675,-22106.111836539672,22256392955198.105,-7038663301202.568,264.15874688528675,22233107799655.01,-7015778585808.491
992249,56346.62623307139,22233047011154.64,-6998819856195.616,-25394.25767368143,22253853529430.74,-7041413038359.542,271.01646691952897,22233134901301.703,-7015773140502.609
992250,56440.82704010446,22238691093858.652,-6998593448418.995,-28236.231751934032,22251029906255.543,-7043810929984.89,287.52192453935083,22233163653494.156,-7015766610265.771
992251,51821.63600111332,22243873257458.766,-6999804512052.863,-30623.578842021983,22247967548371.34,-7045833857117.237,310.043310578339,22233194657825.215,-7015759632198.859
992252,44412.84773187633,22248314542231.953,-7002124061215.081,-32552.386998691698,22244712309671.47,-7047463777454.147,335.0132281075338,22233228159148.027,-7015752918319.078
992253,35596.19029437506,22251874161261.39,-7005241385691.777,-34022.067428761155,22241310102928.594,-7048687347477.587,359.88249763580126,22233264147397.79,-7015747119395.882
992254,26229.485927371676,22254497109854.13,-7008888688286.085,-35034.39482010377,22237806663446.582,-7049495592079.226,383.0810652793004,22233302455504.316,-7015742781497.523
992255,16807.404214006972,22256177850275.53,-7012841888627.872,-35592.784207027245,22234247385025.88,-7049883629712.437,403.71758390348197,22233342827262.707,-7015740346123.135
992256,7605.190772578251,22256938369352.79,-7016913130703.802,-35701.77667839514,22230677207358.04,-7049850457222.193,421.31158616759956,22233384958421.324,-7015740165269.798
992257,-1223.7808131940365,22256815991271.47,-7020941724561.203,-35366.70891604837,22227140536466.434,-7049398795905.516,435.6118134406669,22233428519602.668,-7015742519025.176
992258,-9587.15648281778,22255857275623.188,-7024785848007.301,-34593.546686462425,22223681181797.79,-7048534998590.061,446.483122686559,22233473167914.938,-7015747631401.812
992259,-17415.471460623976,22254115728477.125,-7028315536604.456,-33388.868197332944,22220342294978.055,-7047269016257.358,453.8361368576815,22233518551528.625,-7015755683448.384
992260,-24636.057000559067,22251652122777.07,-7031406886710.995,-31759.988886043735,22217166296089.45,-7045614421707.842,457.57990250938775,22233564309518.875,-7015766823791.26
992261,-31151.645697921896,22248536958207.277,-7033937296153.803,-29715.22425440809,22214194773664.008,-7043588486725.482,457.58401431780095,22233610067920.31,-7015781176950.311
992262,-36818.331967243175,22244855125010.555,-7035781710599.939,-27264.291309988097,22211468344533.008,-7041212307923.771,453.64036499870014,22233655431956.81,-7015798849516.105
992263,-41418.42548783388,22240713282461.77,-7036810201426.099,-24418.85128006277,22209026459405.0,-7038510974718.818,445.4163150286294,22233699973588.312,-7015819933626.694
992264,-44624.29810586893,22236250852651.184,-7036887907392.056,-21193.195278016774,22206907139877.2,-7035513770444.08,432.3921074876187,22233743212799.062,-7015844505894.762
992265,-45951.45100850445,22231655707550.332,-7035879742884.178,-17605.068405480954,22205146633036.652,-7032254394194.827,413.77923456472587,22233784590722.52,-7015872617431.102
992266,-44707.83561739372,22227184923988.594,-7033664805236.406,-13676.61342087218,22203778971694.566,-7028771185975.342,388.4326035526276,22233823433982.875,-7015904265978.929
992267,-39974.798481128295,22223187444140.48,-7030169369529.539,-9435.39341118374,22202835432353.45,-7025107329273.64,354.82143119840407,22233858916125.996,-7015939333934.712
992268,-30726.111497836595,22220114832990.695,-7025430593078.987,-4915.46416456603,22202343885936.992,-7021310986979.716,311.25484096872776,22233890041610.094,-7015977470180.049
992269,-16304.409425977929,22218484392048.098,-7019694394054.413,-158.7733164438887,22202328008605.348,-7017435284941.26,256.76787256815373,22233915718397.35,-7016017909844.606
992270,2571.1611528361773,22218741508163.383,-7013504433432.698,4781.560451570428,22202806164650.504,-7013538036931.614,192.99723995410702,22233935018121.348,-7016059311978.07
992271,22858.696891188956,22221027377852.5,-7007657552054.807,9835.379855504252,22203789702636.055,-7009681426143.281,125.95914791760343,22233947614036.14,-7016099843523.072
992272,40021.173971574455,22225029495249.656,-7002939418966.994,14917.310142309932,22205281433650.285,-7005931987466.222,64.51375019394581,22233954065411.16,-7016137666466.088
992273,50785.92288856383,22230108087538.51,-6999824893488.896,19934.21162867733,22207274854813.152,-7002359981490.976,15.237299261784088,22233955589141.086,-7016171493570.334
992274,54721.02322451736,22235580189860.965,-6998405905708.045,24782.6579709167,22209753120610.242,-6999037888397.598,-20.46743599300506,22233953542397.49,-7016200730089.3
992275,53277.8684213314,22240907976703.098,-6998518551011.553,29346.786663334056,22212687799276.574,-6996038487259.517,-44.5945570538578,22233949082941.78,-7016225250877.399
992276,48279.667715689444,22245735943474.668,-6999893557097.268,33501.04257023783,22216037903533.598,-6993432549019.509,-59.76632217568813,22233943106309.562,-7016245136705.97
992277,41181.964985120845,22249854139973.18,-7002247818117.661,37115.654156948665,22219749468949.293,-6991286128582.576,-67.90285019571058,22233936316024.543,-7016260521511.1
992278,32959.90944255628,22253150130917.434,-7005322596148.739,40063.94316334668,22223755863265.63,-6989657565756.533,-70.05732486990347,22233929310292.055,-7016271539611.383
992279,24216.98563610035,22255571829481.043,-7008892878266.165,42230.99946845547,22227978963212.473,-6988594410723.008,-66.66723240325412,22233922643568.812,-7016278326512.086
992280,15314.745978441028,22257103304078.887,-7012764722925.773,43522.93835621583,22232331257048.094,-6988130566898.338,-57.84771247295398,22233916858797.566,-7016281040562.249
992281,6470.214134573856,22257750325492.344,-7016768779538.943,43875.576027033974,22236718814650.797,-6988283980115.526,-43.62193117441184,22233912496604.45,-7016279888456.108
992282,-2179.6995629080375,22257532355536.055,-7020753274732.824,43261.17240032354,22241044931890.83,-6989055180854.613,-24.07933354556243,22233910088671.094,-7016275146710.736
992283,-10536.32978117492,22256478722557.938,-7024577546052.978,41692.02666559698,22245214134557.387,-6990426898935.501,0.5261157449425262,22233910141282.668,-7016267175840.97
992284,-18510.247578233044,22254627697800.113,-7028106336490.156,39220.19080454816,22249136153637.84,-6992364829849.844,29.724167630155975,22233913113699.43,-7016256426373.835
992285,-25997.91270684086,22252027906529.43,-7031204803330.757,35933.27927880388,22252729481565.72,-6994819469481.478,62.809864533208064,22233919394685.883,-7016243437276.711
992286,-32858.52903793497,22248742053625.637,-7033734231440.607,31947.088955488463,22255924190461.27,-6997728788918.259,98.84421060577469,22233929279106.945,-7016228828157.293
992287,-38886.43142363735,22244853410483.273,-7035548704706.498,27396.278405124995,22258663818301.78,-7001021427278.777,136.65799818098705,22233942944906.76,-7016213286658.092
992288,-43774.70435097297,22240475940048.176,-7036493576525.65,22424.54972893229,22260906273274.676,-7004620054260.42,174.8423990607114,22233960429146.668,-7016197551540.267
992289,-47067.18408179605,22235769221639.996,-7036407757677.069,17175.62315602072,22262623835590.277,-7008444590631.974,211.7135006823171,22233981600496.734,-7016182389567.938
992290,-48102.60041213148,22230958961598.78,-7035134047230.927,11785.904255022877,22263802426015.78,-7012415053624.577,245.252426521862,22234006125739.387,-7016168559775.241
992291,-45976.51860179829,22226361309738.6,-7032545289387.973,6379.27343546034,22264440353359.33,-7016453889100.476,273.0657965720859,22234033432319.043,-7016156751587.364
992292,-39602.703134300966,22222401039425.17,-7028597672889.271,1064.0126288207148,22264546754622.21,-7020487741323.8545,292.5168219204862,22234062684001.234,-7016147476234.179
992293,-28051.470063917375,22219595892418.78,-7023418169075.818,-4068.402617747778,22264139914360.438,-7024448680657.224,301.35578099379154,22234092819579.332,-7016140898447.452
992294,-11357.60079431871,22218460132339.348,-7017401416643.618,-8943.066612433278,22263245607699.195,-7028274954849.039,299.20714824366337,22234122740294.156,-7016136653549.2295
992295,8478.652264488068,22219307997565.797,-7011224912124.826,-13500.424806926643,22261895565218.504,-7031911352097.248,289.40671500122505,22234151680965.656,-7016133817333.832
992296,27564.00095045619,22222064397660.844,-7005679752114.407,-17694.503147118765,22260126114903.793,-7035309268454.788,278.85774167651414,22234179566739.824,-7016131217516.24
992297,42097.43221582073,22226274140882.426,-7001388273999.242,-21490.925856657213,22257977022318.13,-7038426565138.283,274.36154725235446,22234207002894.55,-7016127954794.004
992298,50411.232011270404,22231315264083.555,-6998641000408.3955,-24864.934439283068,22255490528874.2,-7041227289736.603,278.84545913017604,22234234887440.465,-7016123704900.291
992299,52991.79335014824,22236614443418.57,-6997436459406.54,-27799.51985725006,22252710576888.473,-7043681322387.568,291.31351403193764,22234264018791.867,-7016118647314.87
992300,51266.86134708571,22241741129553.277,-6997607244392.655,-30283.7403509048,22249682202853.383,-7045763994097.812,309.07099008304107,22234294925890.875,-7016113235248.794
992301,46662.25466050919,22246407355019.33,-6998924091518.277,-32311.27547467924,22246451075305.914,-7047455711029.036,329.45383638041494,22234327871274.51,-7016108006095.033
992302,40261.57397949091,22250433512417.277,-7001152705605.461,-33879.236139333705,22243063151691.98,-7048741607619.189,350.44864937973966,22234362916139.45,-7016103478767.011
992303,32797.267393465,22253713239156.625,-7004076789093.119,-34987.223929279135,22239564429299.05,-7049611243300.642,370.70361354962574,22234399986500.805,-7016100113049.509
992304,24738.89023824261,22256187128180.45,-7007503517274.631,-35636.619420595394,22236000767356.992,-7050058351841.459,389.36171290183904,22234438922672.094,-7016098300982.046
992305,16382.130096072398,22257825341190.055,-7011261454205.076,-35830.075844545485,22232417759772.54,-7050080648349.918,405.8937379204669,22234479512045.887,-7016098371831.308
992306,7915.500338053829,22258616891223.86,-7015195775795.424,-35571.19650098756,22228860640122.44,-7049679696232.452,419.97351481813354,22234521509397.367,-7016100601673.015
992307,-533.6721501860538,22258563524008.84,-7019162843236.209,-34864.37882565476,22225374202239.875,-7048860834473.713,431.3922616718754,22234564648623.535,-7016105223816.735
992308,-8867.1501241851,22257676808996.42,-7023024843330.363,-33714.81340601427,22222002720899.273,-7047633164178.46,439.99944676655156,22234608648568.21,-7016112438759.633
992309,-16991.115743067585,22255977697422.113,-7026644657464.453,-32128.631692973155,22218789857729.977,-7046009592089.226,445.658202538178,22234653214388.465,-7016122423384.576
992310,-24793.53363686406,22253498344058.426,-7029880948088.973,-30113.201107249944,22215778537619.25,-7044006927510.487,448.20535075145966,22234698034923.54,-7016135339444.082
992311,-32118.639389023112,22250286480119.523,-7032583512173.897,-27677.570131003216,22213010780606.15,-7041646027485.406,447.40701171908273,22234742775624.71,-7016151341269.187
992312,-38733.392972784146,22246413140822.246,-7034589265803.191,-24833.068041291375,22210527473802.02,-7038951982951.095,442.90031715208164,22234787065656.426,-7016170582075.0
992313,-44280.26301933464,22241985114520.312,-7035719987392.007,-21594.06295000743,22208368067507.02,-7035954335720.066,434.1108677269195,22234830476743.2,-7016193216845.226
992314,-48212.06815671663,22237163907704.64,-7035784599648.469,-17978.87565619321,22206570179941.4,-7032687312293.199,420.13804666736934,22234872490547.867,-7016219396755.624
992315,-49714.39691599771,22232192468013.04,-7034592037019.074,-14010.831848422584,22205169096756.555,-7029190055481.492,399.6182597759957,22234912452373.844,-7016249244107.421
992316,-47656.85065294952,22227426782947.742,-7031986085968.175,-9719.405906088512,22204197156165.945,-7025506828055.69,370.6418171543667,22234949516555.56,-7016282786941.6875
992317,-40707.016509994566,22223356081296.742,-7027918099958.5625,-5141.365533296101,22203683019612.617,-7021687151618.266,330.9696369561782,22234982613519.254,-7016319824252.76
992318,-27880.998899765418,22220567981406.766,-7022562150119.088,-321.83870842776287,22203650835741.773,-7017785817606.809,279.0538175532403,22235010518901.008,-7016359713767.723
992319,-9707.402057166997,22219597241201.05,-7016419335205.492,4684.2128605035405,22204119257027.824,-7013862641918.621,216.19083017336527,22235032137984.023,-7016401181203.675
992320,10789.27767643459,22220676168968.695,-7010272187496.932,9807.648246419789,22205100021852.465,-7009981840719.825,148.35884377564832,22235046973868.402,-7016442407934.493
992321,29118.655904802865,22223588034559.176,-7004916902540.809,14959.304368561201,22206595952289.32,-7006211443518.899,84.3543156618721,22235055409299.97,-7016481527780.774
992322,42055.438433082585,22227793578402.484,-7000876999906.606,20036.19578254478,22208599571867.574,-7002622897009.397,30.72399600482788,22235058481699.57,-7016517156892.08
992323,48934.27680565432,22232687006083.05,-6998335336229.001,24928.300799785593,22211092401947.555,-6999289753232.532,-10.660566882145169,22235057415642.883,-7016548526706.423
992324,50751.35198029611,22237762141281.082,-6997237452096.536,29516.38288711057,22214044040236.266,-6996285548619.62,-40.93498017652139,22235053322144.863,-7016575305989.352
992325,48913.63698492226,22242653504979.574,-6997414795977.913,33673.10713773448,22217411350950.04,-6993681295444.834,-61.94417490520931,22235047127727.37,-7016597388525.871
992326,44619.172228193696,22247115422202.395,-6998663474871.58,37268.537783639105,22221138204728.402,-6991542653050.519,-75.13287640553466,22235039614439.73,-7016614764630.189
992327,38725.180473758286,22250987940249.77,-7000781580066.902,40177.8754544214,22225155992273.844,-6989926889553.739,-81.34802519002206,22235031479637.21,-7016627470207.151
992328,31801.18357043414,22254168058606.812,-7003582504316.778,42290.366339140084,22229385028907.758,-6988879859075.359,-80.98892650090413,22235023380744.562,-7016635579956.484
992329,24214.512009799095,22256589509807.793,-7006896891141.313,43518.40314641644,22233736869222.4,-6988433293100.236,-74.21820669891515,22235015958923.895,-7016639219677.864
992330,16201.46828363786,22258209656636.156,-7010569865212.318,43805.60164652579,22238117429387.05,-6988602724247.902,-61.14032580224488,22235009844891.312,-7016638583558.713
992331,7918.246358699955,22259001481272.027,-7014456542188.821,43132.569092449616,22242430686296.297,-6989386317920.629,-41.92924635165005,22235005651966.676,-7016633949303.807
992332,-523.3728133191908,22258949143990.695,-7018416997498.102,41519.33207654368,22246582619503.953,-6990764783701.09,-16.90844818373553,22235003961121.855,-7016625687924.891
992333,-9029.196531871063,22258046224337.508,-7022311050563.519,39023.942929613375,22250485013796.914,-6992702393179.162,13.407827860258855,22235005301904.64,-7016614267376.886
992334,-17498.96797514407,22256296327539.992,-7025992890315.378,35737.49025743316,22254058762822.656,-6995148977715.799,48.30028455028541,22235010131933.094,-7016600250735.456
992335,-25800.523708282322,22253716275169.164,-7029305510448.32,31776.38743411203,22257236401566.066,-6998042655351.351,86.84221292561135,22235018816154.387,-7016584290445.885
992336,-33735.857162609434,22250342689452.902,-7032075117901.03,27273.213257587217,22259963722891.824,-7001312967359.646,127.89072143884891,22235031605226.53,-7016567120217.161
992337,-40991.95228790764,22246243494224.113,-7034106297563.973,22367.44481604793,22262200467373.43,-7004884099855.629,170.05053794999714,22235048610280.33,-7016549545023.602
992338,-47068.84856390294,22241536609367.723,-7035180211907.851,17197.193816467367,22263920186755.08,-7008677913768.073,211.5899731804076,22235069769277.645,-7016532426639.552
992339,-51183.52648085241,22236418256719.637,-7035061331912.592,11892.661502556879,22265109452905.332,-7012616585628.804,250.3022492253081,22235094799502.566,-7016516655739.885
992340,-52177.710543862006,22231200485665.25,-7033524063962.753,6571.606957437114,22265766613601.074,-7016624748992.264,283.3622296130879,22235123135725.527,-7016503090274.474
992341,-48545.725651015215,22226345913100.15,-7030417556357.923,1336.7791377416243,22265900291514.848,-7020631104662.078,307.39281337700044,22235153875006.863,-7016492426617.238
992342,-38859.93131743403,22222459919968.406,-7025782000023.567,-3724.966326613917,22265527794882.188,-7024569527852.182,319.25394708726293,22235185800401.57,-7016484978793.617
992343,-22880.511197911845,22220171868848.613,-7019980140977.018,-8542.264256472008,22264673568456.54,-7028379738861.944,318.0849593077201,22235217608897.5,-7016480432243.252
992344,-2822.897877032603,22219889579060.91,-7013712314363.276,-13057.98497275251,22263367769959.266,-7032007621861.382,307.6323248182764,22235248372129.98,-7016477814250.082
992345,17033.227021405062,22221592901763.05,-7007802303958.428,-17227.530075920484,22261645016951.67,-7035405278109.011,295.5192766865828,22235277924057.65,-7016475888166.838
992346,32843.27275708089,22224877229038.758,-7002894391761.417,-21016.981969343353,22259543318754.74,-7038530892129.965,288.63011129658594,22235306787068.777,-7016473712362.432
992347,43054.020088016936,22229182631047.56,-6999315699623.093,-24401.27551450298,22257103191203.29,-7041348478310.589,289.67940885440277,22235335755009.664,-7016470895333.736
992348,48051.476194858675,22233987778667.043,-6997129518267.372,-27362.478295146957,22254366943373.773,-7043827563058.281,297.8507398524015,22235365540083.65,-7016467499316.456
992349,48984.40229344651,22238886218896.387,-6996247558356.908,-29888.245314422216,22251378118842.332,-7045942844665.115,310.9551527063891,22235396635598.918,-7016463835467.665
992350,47002.460483089126,22243586464944.695,-6996516415662.391,-31970.49422906945,22248181069419.426,-7047673861072.838,326.8270527439535,22235429318304.19,-7016460306510.443
992351,42999.60109447364,22247886425054.145,-6997765282685.095,-33604.31702055853,22244820637717.37,-7049004686194.712,343.7906033916956,22235463697364.53,-7016457320611.241
992352,37602.96183951432,22251646721238.098,-6999827156400.472,-34787.120912520775,22241341925626.117,-7049923668389.609,360.6751368128963,22235499764878.21,-7016455253841.145
992353,31232.814826514565,22254770002720.75,-7002545876883.328,-35517.98061646443,22237790127564.473,-7050423219641.99,376.70090475471113,22235537434968.688,-7016454438445.031
992354,24165.666927802562,22257186569413.53,-7005776460244.512,-35797.18186182636,22234210409378.29,-7050499660467.756,391.3601422064726,22235576570982.906,-7016455163138.383
992355,16583.52176546261,22258844921590.08,-7009382476164.232,-35625.93856017589,22230647815522.27,-7050153123103.648,404.3246462015803,22235617003447.527,-7016457678507.131
992356,8609.51700818471,22259705873290.9,-7013232140909.005,-35006.27042870417,22227147188479.4,-7049387513780.865,415.37939872976244,22235658541387.4,-7016462204427.373
992357,334.31959135425495,22259739305250.035,-7017193754223.7295,-33941.03316551955,22223753085162.848,-7048210533517.274,424.3741127381925,22235700978798.67,-7016468938350.512
992358,-8161.929712156238,22258923112278.82,-7021130611998.423,-32434.098592941224,22220509675303.555,-7046633755606.974,431.1838582338574,22235744097184.496,-7016478064221.485
992359,-16787.35997518216,22257244376281.3,-7024895314515.534,-30490.687021918176,22217460606601.363,-7044672756580.116,435.67000737606594,22235787664185.234,-7016489762196.796
992360,-25410.38517468691,22254703337763.832,-7028323376719.251,-28117.857860823187,22214648820815.28,-7042347295597.394,437.63155374047057,22235831427340.61,-7016504219364.242
992361,-33818.824025881986,22251321455361.242,-7031226307285.48,-25325.16637752719,22212116304177.527,-7039681534783.263,436.7336482812988,22235875100705.438,-7016521641201.09
992362,-41656.28649511028,22247155826711.73,-7033385169796.366,-22125.493221084893,22209903754855.418,-7036704289652.592,432.39526485258693,22235918340231.92,-7016542261967.386
992363,-48324.68053018031,22242323358658.71,-7034547822534.676,-18536.046638960528,22208050150191.523,-7033449294347.248,423.61545844464086,22235960701777.766,-7016566348234.797
992364,-52851.611390533464,22237038197519.656,-7034437965940.526,-14579.521552969552,22206592198036.227,-7029955460748.099,408.73586140461526,22236001575363.906,-7016594180696.708
992365,-53773.168819231774,22231660880637.734,-7032793175658.982,-10285.368496236471,22205563661186.6,-7026267103557.166,385.2321752846189,22236040098581.434,-7016625982774.3955
992366,-49235.645760854626,22226737316061.65,-7029457993626.478,-5691.071102634961,22204994554076.34,-7022434094273.285,349.9090768299618,22236075089489.117,-7016661748200.454
992367,-37752.924850425705,22222962023576.605,-7024540353789.736,-843.2710482407183,22204910226971.516,-7018511889540.722,300.30224437122,22236105119713.555,-7016700952650.489
992368,-19820.6941714717,22220979954159.457,-7018546096870.691,4201.237279199771,22205330350699.438,-7014561328992.277,237.65825940238318,22236128885539.496,-7016742307096.792
992369,1022.8846188311036,22221082242621.34,-7012299652618.974,9373.096187979656,22206267660318.234,-7010648010585.906,168.90295049224838,22236145775834.547,-7016783907611.006
992370,19947.075658850546,22223076950187.227,-7006618961745.38,14583.865621381698,22207726046880.37,-7006841322873.243,103.45560213383295,22236156121394.76,-7016823839974.024
992371,33892.75834153325,22226466226021.38,-7002036083462.891,19725.414178999752,22209698588298.27,-7003213764661.688,47.58700354604818,22236160880095.117,-7016860698427.138
992372,42357.01268066329,22230701927289.445,-6998763793424.371,24680.568451017356,22212166645143.37,-6999839878254.456,2.9114136323238924,22236161171236.48,-7016893653473.284
992373,46223.03590736323,22235324230880.18,-6996803591331.408,29325.69460905638,22215099214604.277,-6996794123344.199,-31.472804357189958,22236158023956.043,-7016922265359.353
992374,46654.08700397966,22239989639580.58,-6996053472365.916,33530.93301562795,22218452307905.84,-6994148194750.221,-56.94674054616284,22236152329281.99,-7016946301257.597
992375,44626.80662764603,22244452320243.344,-6996373160041.341,37165.180076741795,22222168825913.516,-6991968054506.446,-74.54035509977706,22236144875246.477,-7016965632497.419
992376,40845.98295332832,22248536918538.676,-6997615371400.508,40104.049663003556,22226179230879.816,-6990310824101.583,-84.82216516842817,22236136393029.96,-7016980195200.596
992377,35788.35802921561,22252115754341.598,-6999638037568.53,42239.02518916218,22230403133398.734,-6989221772075.151,-88.03366645636865,22236127589663.316,-7016989985445.116
992378,29766.510451597635,22255092405386.758,-7002307242476.983,43486.50921570733,22234751784320.305,-6988731701811.123,-84.2601423870572,22236119163649.08,-7016995069181.369
992379,22981.73835057079,22257390579221.816,-7005495901399.961,43795.45782074226,22239131330102.38,-6988855050564.675,-73.57290149779294,22236111806358.93,-7016995595823.293
992380,15562.46923385924,22258946826145.203,-7009080453292.084,43152.356126912215,22243446565715.07,-6989588949380.704,-56.129244958010304,22236106193434.434,-7016991809859.64
992381,7591.998868112641,22259706026032.016,-7012936441066.505,41582.65863235945,22247604831578.305,-6990913374559.802,-32.232026283545,22236102970231.805,-7016984058108.038
992382,-869.4541000900545,22259619080622.008,-7016933154958.403,39148.44195472715,22251519675773.777,-6992792370887.124,-2.3565096132933228,22236102734580.844,-7016972792405.268
992383,-9763.153567042682,22258642765265.305,-7020927151544.586,35942.72159153831,22255113947932.93,-6995176181659.488,32.843197873102085,22236106018900.633,-7016958569047.216
