uur,Io_x,Io_y,Europa_x,Europa_y,Jupiter_x,Jupiter_y
392,273094720.32623786,-290236887.85787064,-449687363.23677725,-517777121.82305634,505605.50596015644,-1105365.0075764572
393,220025932.22823954,-330458119.0379464,-486075030.99996316,-485802765.7792422,510262.686132997,-1107205.084023168
394,161144890.03546673,-361959052.904872,-519996662.95581704,-451372063.21372074,515131.02538740274,-1109517.6514899328
395,97984326.91036123,-383846389.4182095,-551296781.3505198,-414673770.57565826,520134.4621772389,-1112339.9748525496
396,32226322.383108877,-395534172.42835534,-579834051.8790228,-375904978.5901848,525190.2644553345,-1115694.6447625998
397,-34371862.15909151,-396769994.6384583,-605481509.8968121,-335270118.70385146,530212.5255415787,-1119588.3695798179
398,-100055693.15680405,-387639260.59774923,-628126729.6706278,-292979999.55894744,535115.8347966983,-1124011.7991239373
399,-163147439.5931753,-368547997.7650322,-647671943.8550589,-249250874.1975479,539818.766565404,-1128940.3571672942
400,-222109888.9325498,-340187543.94789904,-664034119.8145481,-204303537.74567857,544246.8805490057,-1134335.9260459817
401,-275595276.44243616,-303486391.53566825,-677144998.7832196,-158362454.48542148,548335.0253869207,-1140149.1349231543
402,-322477524.7068621,-259555231.29961538,-686951103.2018489,-111654912.4680794,552028.8560187671,-1146321.9673810636
403,-361868230.9516502,-209630879.32417578,-693413716.9413035,-64410203.12908355,555285.5855403548,-1152790.4209401717
404,-393118573.5916058,-155023624.7042461,-696508842.5919436,-16858822.71644661,558074.0738448156,-1159487.0050469593
405,-415810274.6826889,-97071032.5497613,-696227139.677955,30768308.233107835,560374.4007573117,-1166342.9348215656
406,-429739013.5095698,-37099751.45658261,-692573847.635349,78240611.48225719,562177.0835383686,-1173289.9477665361
407,-434893428.281524,23604351.529485993,-685568697.5438104,125328607.57925552,563482.0864812302,-1180261.72833214
408,-431432290.2612206,83818272.18395624,-675245816.1855203,171804664.67241648,564297.7443107129,-1187194.9659873212
409,-419661778.2315338,142397223.8760957,-661653623.5584893,217443739.74265805,564639.6901383931,-1194030.0965529962
410,-400014151.79978305,198284548.1874381,-644854719.7750169,262024111.12075126,564529.8489779991,-1200711.7871155937
411,-373028588.8998456,250517484.5117259,-624925752.1806781,305328103.94394785,563995.5326067536,-1207189.2258876255
412,-339334537.58839864,298229998.94045275,-601957253.9613026,347142816.081287,563068.6520272004,-1213416.2736914542
413,-299637629.6355752,340653711.92094034,-576053451.9199612,387260855.07245386,561785.0497062365,-1219351.5262506965
414,-254707997.59987962,377117789.1661876,-547332046.5791465,425481093.4903467,560183.9442211385,-1224958.3281586468
415,-205370706.94814968,407048493.5877394,-515923967.25965273,461609444.6749512,558307.4738058223,-1230204.7714097674
416,-152497936.64151388,429968947.026927,-481973100.57169694,495459657.62788,556200.3215067296,-1235063.7042887395
417,-97002494.14714795,445499522.50153357,-445635987.0447022,526854129.4064506,553909.4023304419,-1239512.7703738206
418,-39832218.208267726,453359179.41025156,-407081478.883241,555624733.8047806,551483.591185716,-1243534.492327235
419,18035205.813808493,453367960.5480492,-366490351.442164,581613665.231122,548973.4690705865,-1247116.410744141
420,75597524.40688413,445450782.8915226,-324054861.1089985,604674296.2395709,546431.0634895553,-1250251.2842311168
421,131833831.7664943,429642564.09020865,-279978242.44286305,624672046.3047873,543909.5573393122,-1252937.3526266676
422,185711709.4885637,406094622.42972,-234474137.55426,641485258.3158563,541462.9384878518,-1255178.6603459371
423,236196220.3153189,375082157.9857479,-187765950.8601608,655006078.0147332,539145.5602155391,-1256985.4306802233
424,282261420.54252726,337012455.1305787,-140086122.5820367,665141330.2675859,537011.5810742542,-1258374.4739629163
425,322905063.3576471,292433231.6001912,-91675314.73171055,671813384.6619186,535114.2523697364,-1259369.602362573
426,357167120.5294084,242040291.88000655,-42781503.8990808,674961001.491535,533505.0235972179,-1260002.0114415826
427,384152617.76494956,186683327.3073875,6341024.045799017,674540147.7515845,532232.4423974018,-1260310.5737417764
428,403059017.7721108,127368363.21075559,55432781.16712006,670524771.350556,531340.8379222068,-1260341.973524493
429,413207951.64188665,65255030.64321664,104230289.08857477,662907520.3966501,530868.7969301628,-1260150.5965694634
430,414080462.30000937,1646614.942334801,152467395.8940367,651700393.1821798,530847.4719431804,-1259798.0783019252
431,405354084.50552404,-62029182.76587609,199876697.24083507,636935303.4285779,531298.800340868,-1259352.4127322447
432,386939104.43950135,-124250507.61144078,246191058.40482932,618664544.529464,532233.7595105184,-1258886.5400782505
433,359010363.1621431,-183443576.72551626,291145231.4882815,596961136.0074335,533650.8292940388,-1258476.3684026967
434,322030230.0994795,-238036481.42457736,334477559.29867715,571919035.250687,535534.8677773947,-1258198.2470619706
435,276758177.7206622,-286522389.590446,375931754.50161046,543653197.8854173,537856.6157182283,-1258125.9939581319
436,224243022.88296473,-327527977.04547,415258739.6338208,512299470.9302087,540573.0151329814,-1258327.6724881362
437,165795508.8621112,-359881155.8639883,452218530.52135026,478014304.22027695,543628.4519445924,-1258862.3969831862
438,102941363.53777137,-382671171.8171607,486582142.68695235,440974267.5174337,546956.9168319101,-1259777.492339169
439,37357844.44443208,-395294352.92195535,518133497.5684822,401375363.25092745,550484.943184346,-1261106.323731243
440,-29200602.072881714,-397480352.5252213,546671302.9338323,359432127.95444155,554135.0579942421,-1262867.0389029577
441,-94980269.79950213,-389296378.1575891,572010879.8997571,315376519.13622606,557829.4029537217,-1265062.341008714
442,-158302126.3158363,-371130009.0963656,593985907.570305,269456588.47202855,561493.1696189906,-1267680.2636580283
443,-217625286.0877033,-343654021.5112853,612450055.6231564,221934946.7416882,565057.5451385119,-1270695.7874080697
444,-271595688.9503631,-307778541.5647063,627278475.2871274,173087030.70722535,568461.9653349753,-1274073.047588136
445,-319078174.94166005,-264596552.52262607,638369120.1419219,123199186.99400476,571655.5907307314,-1277767.850253543
446,-359172459.3002785,-215328380.21962744,645643870.0673972,72566592.80823013,574598.0299005592,-1281730.2320915
447,-391215204.4310152,-161269617.11166334,649049434.4688683,21491037.813537173,577259.4141359751,-1285906.8549975296
448,-414771312.8238735,-103745447.14419325,648558014.5578926,-29721404.494299434,579619.9709458052,-1290243.0966380315
449,-429617797.9224573,-44072868.49271348,644167708.8803482,-80762784.21327105,581669.2547714427,-1294684.767349865
450,-435723321.3295282,16468889.290013112,635902651.3190886,-131325727.01098156,583405.1805273176,-1299179.4402883425
451,-433225934.0116545,76660300.42407688,623812876.284345,-181105894.78952014,584832.97952147,-1303677.421458147
452,-422410911.2612321,135356873.38906682,607973911.541113,-229804418.5921172,585964.1666760166,-1308132.4096338174
453,-403689951.539388,191499135.86516112,588486104.8923341,-277130267.77884984,586815.5786616656,-1312501.906333015
454,-377582485.119157,244118553.32091767,565473696.519302,-322802521.02004886,587408.5177504586,-1316747.4369119925
455,-344699432.4933966,292340562.27250594,539083653.9651262,-366552507.16004,587768.0169557609,-1320834.6391696527
456,-305729459.8452291,335385743.2343051,509484291.34364575,-408125787.3799808,587922.228139519,-1324733.2684196895
457,-261427580.59518784,372569985.59802765,476863698.2075256,-447283954.18756205,587901.9253382765,-1328417.1597555666
458,-212605824.7311842,403304331.4236541,441428006.4983958,-483806227.4050188,587740.1094927901,-1331864.1803388898
459,-160125618.8033916,427095039.08278686,403399526.05717576,-517490832.3195512,587471.6970046879,-1335056.1975427666
460,-104891470.06531262,443544283.8864414,363014780.2694537,-548156150.3008015,587133.2721911006,-1337979.0828253762
461,-47845513.3982067,452351808.7105131,320522473.5795258,-575641637.283606,586762.8820644319,-1340622.7661803816
462,10037551.387709796,453317747.1820263,276181421.88862914,-599808510.3825271,586399.8504216897,-1342981.3516311585
463,67755638.49032322,446346756.94937575,230258475.35300088,-620540207.3942077,586084.5866558981,-1345053.3001203486
464,124285118.62214175,431453511.08444357,183026460.93601924,-637742627.9316249,585858.3628406827,-1346841.681834719
465,178587919.1564633,408769490.68167436,134762169.38248768,-651344168.332027,585763.0305075374,-1348354.4949789476
466,229620523.73422688,378550889.33607733,85744408.21606416,-661295565.2335393,585840.646365711,-1349605.0417124424
467,276345551.178619,341187268.5272201,36252139.05586667,-667569564.8030286,586132.9745087428,-1350612.343832504
468,317746603.8544304,297210381.91244674,-13437285.859696627,-670160436.0284814,586680.8322536191,-1351401.5703496882
469,352847031.4100842,247302311.02116483,-63049776.44350082,-669083347.2966778,587523.2489242338,-1352004.4361153627
470,380733121.15318793,192301729.84675398,-112316038.5938043,-664373625.714841,588696.4133117759,-1352459.5153613098
471,400581957.8429424,133206763.6976626,-160972983.92209,-656085918.3708967,590232.3982560349,-1352812.397446591
472,411693749.37883484,71172576.5927232,-208765012.9957037,-644293274.0373169,592157.6718650495,-1353115.5965440285
473,413527759.33196807,7501592.835212126,-255445172.19292772,-629086162.7882986,594491.4358022325,-1353428.1162646464
474,405740125.3717335,-56375752.122859254,-300776186.40475965,-610571449.6988128,597243.8716844572,-1353814.5697561104
475,388220839.2126094,-118931491.10091892,-344531371.60476875,-588871337.3024887,600414.4239006351,-1354343.7720992386
476,361126170.99303174,-178582766.9816882,-386495432.74988747,-564122289.8725919,603990.2939133731,-1355086.7608086092
477,324902085.71711487,-233746201.18356898,-426465153.58548,-536473950.9176348,607945.3557363738,-1356114.2646526145
478,280294030.5169289,-282901724.8159283,-464249985.73006153,-506088063.60246956,612239.7102476119,-1357493.7270900614
479,228339154.67428198,-324661590.29318315,-499672544.93652797,-473137402.15981156,616820.0638613158,-1359286.0856388502
480,170338693.3012589,-357838527.40285105,-532569022.69866365,-437804720.77967,621621.0385481614,-1361542.5910642587
481,107810758.36089797,-381506054.9378809,-562789521.4261386,-400281724.98029983,626567.4019440983,-1364301.995154204
482,42426675.818680175,-395044237.694814,-590198321.2799187,-360768069.09161365,631577.0700424118,-1367588.4227684918
483,-24063399.782266684,-398165811.1355003,-614674086.4732393,-319470382.2314123,636564.6129544133,-1371410.1670561666
484,-89908253.28186373,-390920288.8209649,-636110018.4290731,-276601324.03144115,641444.9185067713,-1375759.5200410632
485,-153429209.87447292,-373676780.2951306,-654413962.6688588,-232378670.3741519,646136.6585721798,-1380613.6043247834
486,-213083198.5200818,-347089021.11957455,-669508475.7123255,-187024428.5272468,650565.258496061,-1385936.0411341663
487,-267511063.33107454,-312047952.800407,-681330857.6163781,-140763980.3014771,654665.1714308937,-1391679.2035563895
488,-315569418.7279467,-269627833.0618342,-689833155.0952722,-93825251.19148782,658381.377503978,-1397786.7735758787
489,-356346614.87908256,-221031414.84432423,-694982139.474356,-46437902.866521925,661670.1345861062,-1404196.3423461164
490,-389165022.4124869,-167538557.78469288,-696759263.0813892,1167454.170516558,664499.0847062302,-1410841.8484204118
491,-413572730.14329827,-110461152.4952406,-695160597.1477691,48760031.46000364,666846.8617799685,-1417655.7184889202
492,-429327956.8881185,-51105801.326763414,-690196753.9835638,96109621.16773948,668702.3560687219,-1424570.6427882083
493,-436379201.63333064,9255470.088602707,-681892796.1883364,142987346.7724123,670063.7777598553,-1431520.9723863967
494,-434843610.6975333,69407013.72262314,-670288135.8160907,189166409.83739182,670937.6363854018,-1438443.764007619
495,-424985405.5323968,128204895.34402132,-655436425.9637376,234422835.25764382,671337.7229027837,-1445279.520592499
496,-407195611.56400764,184586997.2867167,-637405444.7632638,278536214.839949,671284.1528097942,-1451972.6855339378
497,-381973821.20110726,237579137.58369645,-616276966.6188055,321290447.7049449,670802.5046639708,-1458471.949364538
498,-349912332.48158646,286298358.1269254,-592146610.628532,362474478.65351915,669923.069821436,-1464730.4231682315
499,-311682720.35603034,329954380.952417,-565123656.6287355,401883041.35673535,668680.2158357162,-1470705.725906703
500,-268024700.9284181,367850064.4110389,-535330825.46103966,439317416.21766436,667111.856857311,-1476360.0250519374
501,-219737020.33669686,399381534.39721656,-502904025.32197857,474586209.7816714,665259.0184541404,-1481660.0624720745
502,-167670020.17786816,424038528.56306916,-467992065.7053007,507506157.1681256,663165.4805098628,-1486577.1909224405
503,-112719481.39202888,441405373.70236707,-430756336.5559745,537902945.6085082,660877.4794061257,-1491087.4408670126
504,-55821312.19745204,451162915.5282049,-391370446.7524753,565612056.3708911,658443.4488969318,-1495171.6325840591
505,2053388.1078020483,453091631.058214,-350019814.3682248,590479622.5133915,655913.7774516655,-1498815.544325035
506,59903395.483539484,447076069.3610445,-306901200.8187977,612363299.8470236,653340.5580547687,-1502010.1433195923
507,116703108.43462288,433110676.84898776,-262222181.19276857,631133147.9072716,650777.304346413,-1504751.8821897984
508,171409578.13427266,411306957.3483963,-216200543.38094965,646672516.7482088,648278.604592901,-1507043.0583256222
509,222971475.43213242,381901782.58946496,-169063608.96227217,658878934.1461632,645899.682529494,-1508892.2274089803
510,270340691.00686836,345266493.25124,-121047469.20838647,667664986.4411695,643695.83214214,-1510314.653980052
511,312487278.60927325,301916203.8091851,-72396130.09763679,672959184.8164129,641721.6928238744,-1511332.7712261952
512,348418408.83641744,252518440.84892035,-23360560.941210583,674706807.3592422,640030.3333599652,-1511976.6087916337
513,377201864.9034203,197899909.44605047,25802357.83439661,672870705.7977364,638672.1196185473,-1512284.1316014954
514,397994337.632706,139049818.9406911,74830991.00072709,667432064.4033369,637693.3537598561,-1512301.4155628984
515,410074318.92887866,77117858.12235531,123460210.7003262,658391097.23851,637134.6943658069,-1512082.5699105957
516,412878719.40279,13404675.025061138,171422764.45872116,645767668.7621373,637029.3986363043,-1511689.3048848652
517,406041450.65218014,-50657291.9892823,218450746.93426824,629601821.844556,637401.4695063271,-1511190.0430040092
518,389431184.80717415,-113534425.72714946,264277170.94100678,609954196.5544513,638263.8389700592,-1510658.489092119
519,363184492.6159578,-173634922.45026234,308637630.66044027,586906322.7297047,639616.7665574368,-1510171.6144807322
520,327729822.2610241,-229363695.8462134,351272047.12748575,560560769.402369,641446.6667610595,-1509807.0770321975
521,283797630.8486193,-279186853.29881585,391926483.09526974,531041134.67890847,643725.5863573776,-1509640.1866603713
522,232412706.21805274,-321701356.78674424,430355011.3325221,498491860.7372403,646411.518491927,-1509740.6224425363
523,174866443.41925585,-355703723.7341013,466321617.3828312,463077860.23546416,649449.659217086,-1510169.1901415796
524,112669407.35214832,-380250701.5731667,499602114.9290951,424983942.65886515,652774.5914351478,-1510974.952382249
525,47487437.23491224,-394705188.1139829,529986049.283125,384414031.9642815,656313.2436555933,-1512193.047875074
526,-18932869.46410227,-398762369.8219591,557278562.2904135,341590170.28942984,659988.3495256429,-1513843.43616622
527,-84841895.14137828,-392453792.00491697,581302190.2349108,296751306.4240957,663722.0606831864,-1515930.6754583549
528,-148560420.4235096,-376130199.1693334,601898565.2725035,250151872.10310975,667439.3587639289,-1518444.6941317914
529,-208542417.98878476,-350426730.06738853,618929990.6235902,202060153.8592564,671070.970614909,-1521362.387475673
530,-263423102.63980177,-316215835.51445335,632280860.2997034,152756473.02066714,674555.5936055618,-1524649.7873281087
531,-312050623.8141934,-274553874.9639681,641858895.57985,102531191.28159589,677841.3557936691,-1528264.5247800245
532,-353502026.77796984,-226626867.28604025,647596172.8041972,51682563.93186754,680886.5410601265,-1532158.328829283
533,-387085710.484773,-173699682.52983066,649449920.2881006,514467.1067920029,683659.68462172,-1536279.3599178337
534,-412333458.6514654,-117071485.8411658,647403066.2056535,-50665970.871145405,686139.1841619618,-1540574.2468199462
535,-428985304.7984472,-58038829.15432465,641464524.0325462,-101550801.01566657,688312.5803684191,-1544989.762039954
536,-436970206.86974484,2133358.2221091837,631669207.4172566,-151833712.9309635,690175.6471132219,-1549474.1247904308
537,-436384964.884093,62233424.6159535,618077771.9796128,-201212485.558068,691731.405857083,-1553977.9580907025
538,-427473190.14556354,121118305.09461528,600776087.3067927,-249391393.1170077,692989.149302649,-1558454.948362936
539,-410605542.6425091,177723692.7626557,579874448.1091405,-296083530.9487529,693963.5313245206,-1562862.2652711095
540,-386261954.91400737,231070296.7681054,555506538.8950219,-341013027.9791045,694673.7566147029,-1567160.800269497
541,-355016175.24474674,280267318.27114654,527828171.42433757,-383917115.4741473,695142.8852207134,-1571315.2778639558
542,-317522684.5957958,324514129.17133915,497015818.43059635,-424548025.50265104,695397.2539427096,-1575294.2866023572
543,-274505851.73316073,363100976.83892506,463264970.5246427,-462674696.8999712,695466.0075306766,-1579070.2690972635
544,-226751067.26105446,395409383.8640014,426788345.71545464,-498084271.352667,695380.7267350792,-1582619.5030038662
545,-175097518.40954295,420912775.57901824,387813982.55748165,-530583367.2941185,695175.1365135919,-1585922.0983357078
546,-120432214.43246558,439177752.406336,346583248.55861133,-559999124.4205114,694884.8752339175,-1588962.0309262907
547,-63684833.22767821,449866326.2697896,303348795.19985735,-586180016.6169877,694547.3038730703,-1591727.2271157021
548,-5822923.027721249,452739354.3606844,258372489.8061999,-608996435.7598727,694201.3325115127,-1594209.7105784365
549,52153047.95245356,447661321.16563624,211923352.67606646,-628341053.0950096,693887.239539238,-1596405.818224611
550,109215349.3349354,434606530.8283911,164275525.4537217,-644128968.5792326,693646.4567786822,-1598316.4878329858
551,164315964.2420926,413666665.20382196,115706293.85491404,-656297661.6410716,693521.291215993,-1599947.6149746806
552,216395549.35481614,385059525.9411986,66494184.67497113,-664806759.2310165,693554.5514690827,-1601310.4702772724
553,264395091.8077017,349138599.0892844,16917153.658886597,-669637638.7855169,693789.0450460003,-1602422.1595712116
554,307270991.64798665,306402847.37486666,-32749122.577467635,-670792884.8441035,694266.9117665413,-1603306.0984513694
555,344014256.5267014,257505843.1690973,-82232840.70492065,-668295618.5796592,695028.7607831948,-1603992.4590255239
556,373674356.24860007,203263009.9387697,-131267544.20148583,-662188719.4887193,696112.5852605377,-1604518.5303761598
557,395388002.52066064,144655366.27010283,-179593472.4357202,-652533958.0138139,697552.4421302117,-1604928.9166873666
558,408412647.1911724,82827816.92955485,-226958784.13704705,-639411057.0113554,699376.9066193285,-1605275.4805572333
559,412163798.5903793,19079797.9744178,-273120656.37509656,-622916698.8160073,701607.3439525662,-1605616.927871167
560,406254346.606921,-45153918.398141935,-317846262.1246631,-603163493.2631328,704256.0834536763,-1606017.930584384
561,390533036.8916526,-108334073.6894454,-360913631.1014235,-580278920.486891,707324.6297367287,-1606547.7016781087
562,365118210.4927733,-168860352.32845405,-402112399.82554173,-554404260.6775957,710802.0939026774,-1607277.9784652574
563,330422192.0950062,-225126865.02869013,-441244457.82437265,-525693521.3143054,714664.0621817749,-1608280.4386983062
564,287161590.54956526,-275587251.12598383,-478124497.5469215,-494312370.73433006,718872.125102043,-1609623.6638521277
565,236349554.64369965,-318824895.94259554,-512580475.9609326,-460437085.2983223,723374.25360237,-1611369.8613522449
566,179267816.76608908,-353622014.91013575,-544453995.9699476,-424253515.8870593,728106.1242902055,-1613571.6396440149
567,117418974.27624877,-379020484.1478103,-573600615.7542152,-385956078.0451554,732993.3728810296,-1616269.1710717997
568,52462397.04797929,-394367709.2743753,-599890093.936815,-345746768.7820442,737954.6165595802,-1619488.0581777906
569,-13860299.810004838,-399342595.84905493,-623206578.1336968,-303834211.859927,742904.9659672562,-1623238.1356885512
570,-79802786.15354046,-393959467.7020963,-643448743.9899696,-260432732.3453347,747759.6772534082,-1627513.3095236088
571,-143687053.04940593,-378550897.92492515,-660529891.258239,-215761460.27456942,752437.5915569293,-1632292.3874282555
572,-203965753.9846364,-353733115.635277,-674378002.8588213,-170043462.4789316,756864.0702482187,-1637540.7288701753
573,-259269855.7037878,-320359366.72311574,-684935772.19451,-123504900.92486668,760973.2380462461,-1643212.4611456215
574,-308440089.3251814,-279467132.14410394,-692160603.2912742,-76374215.3342068,764709.4630970578,-1649252.983932546
575,-350542887.5023619,-232224589.03208768,-696024587.6193895,-28881327.34219472,768028.1063830416,-1655601.5089316517
576,-384873044.13819486,-179880503.71727598,-696514460.7427464,18743136.999041162,770895.6457915556,-1662193.43753962
577,-410946140.4583596,-123720286.77584592,-693631541.2901903,66268609.98589347,773289.3181461215,-1668962.4481674673
578,-428483941.53513867,-65029554.00216114,-687391654.2145216,113465334.32528666,775196.4300329222,-1675842.230062986
579,-437395675.5698301,-5065423.639596485,-677825040.0072318,160105108.88937986,776613.4745166693,-1682767.85290894
580,-437757572.01622486,54964990.19623812,-664976251.5506037,205962032.6940344,777545.1656057015,-1689676.7977268633
581,-429792422.3968703,113919875.68570873,-648904040.4591461,250813251.0926433,778003.4735191946,-1696509.695672053
582,-413850350.6441602,170732993.1047126,-629681234.3239205,294439706.42592233,778006.7166439944,-1703210.8303085514
583,-390391496.14376974,224420112.25981885,-607394603.8160044,336626892.6305536,777578.7432458856,-1709728.45963495
584,-359970940.69220316,274082723.4046936,-582144713.5619298,377165611.71641433,776748.2183680327,-1716015.009848739
585,-323225942.56550676,318909984.4308914,-554045745.9016043,415852732.45939445,775548.0186152351,-1722027.186166579
586,-280865355.7696006,358179708.6600947,-523225287.0443292,452491957.2490577,774014.7288209115,-1727726.0387019436
587,-233660987.8393252,391259048.22793496,-489824071.0374811,486894606.1166672,772188.2288744246,-1733077.0144519156
588,-182440567.51950476,417605399.2959414,-453995682.14727193,518880424.20499104,770111.3552570012,-1738050.020315923
589,-128081939.37771949,436767947.21946067,-415906216.1693717,548278413.531239,767829.6192778787,-1742619.516844849
590,-71508061.66081104,448390177.0697726,-375733897.63789374,574927686.2069314,765390.9619954543,-1746764.6579618815
591,-13682344.888439804,452213591.2928738,-333668646.5969508,598678335.0956322,762845.5238978643,-1750469.4879316352
592,44396175.43393651,448082794.52388877,-289911587.0214305,619392317.7690217,760245.4053016833,-1753723.2030032834
593,101698390.90456226,435952016.38712525,-244674488.71818078,636944349.3836087,757644.3909595594,-1756520.4809502165
594,157172015.43663663,415893035.15586084,-198179134.87652522,651222799.3990226,755097.6095809275,-1758861.8766306613
595,209750502.65380374,388104325.6858548,-150656607.96493387,662130585.9728091,752661.0961247506,-1760754.2751032938
596,258364714.7310172,352921071.1141981,-102346487.2806372,669586060.5507144,750391.2223763309,-1762211.3851433066
597,301958091.6582066,310825438.35215366,-53495952.176063836,673523873.7423438,748343.9604105352,-1763254.2446992279
598,339506029.4341588,262456216.90150997,-4358785.868955933,673895812.1054826,746573.9454706038,-1763911.6956523594
599,370040035.06807846,208616564.96498066,44805724.154095516,670671594.0130438,745133.3114375828,-1764220.7684716007
600,392676937.66819006,150278221.82898673,93733991.76845121,663839611.3939972,744070.2856811738,-1764226.899203912
601,406652950.46968824,88580185.78827643,142159444.8574571,653407602.8757889,743427.5529213453,-1763983.8842809733
602,411361666.12948936,24819613.90258029,189813944.012905,639403242.7682812,743240.4313102536,-1763553.4671606051
603,406394134.8921407,-39567298.207340844,236429304.09635112,621874629.4814177,743534.9478939903,-1763004.4508902947
604,391578100.7940325,-103036302.56112856,281738912.96277934,600890656.4281011,744325.9512395472,-1762411.2492905848
605,367012429.85096073,-163978877.43272248,325479438.9061656,576541248.2992587,745615.4480811502,-1761851.8327288965
606,333092030.0379686,-220778234.44380775,367392615.4602312,548937445.8770386,747391.3854622268,-1761405.0945964966
607,290518465.52153194,-271875039.4077991,407227089.14782876,518211323.3359,749627.1045073349,-1761147.7564247006
608,240292292.19577706,-315838236.81867766,444740312.707671,484515723.32078946,752281.6532309843,-1761151.0282177313
609,183684989.33756828,-351434625.63755083,479700463.3427397,448023797.0217597,755301.0589108785,-1761477.322617534
610,122191030.40243557,-377689998.4215994,511888362.749802,408928338.9997667,758620.5350589374,-1762177.3609033094
611,57463597.36173138,-393935129.8768898,541099373.2326835,367440909.64812016,762167.458724498,-1763287.9865997077
612,-8760023.936706036,-399831737.8716341,567145242.2058109,323790741.8582226,765864.8347089089,-1764830.9161145536
613,-74735889.1914393,-395376365.76375926,589855865.9882618,278223432.6253662,769634.8955071209,-1766812.5229506886
614,-138786204.52995107,-380883257.6658241,609080943.0900592,230999424.87698507,773402.4858504387,-1769224.6051954369
615,-199361370.78275833,-356949963.4277162,624691487.2998092,182392289.59807694,777097.9442172373,-1772045.9606913147
616,-255087363.91311747,-324411071.31133544,636581171.8660474,132686823.20650174,780659.2985413832,-1775244.5162399553
617,-304797028.1384678,-284285939.3030417,644667477.958466,82176979.91486894,784033.7098089012,-1778779.7350543793
618,-347546020.18297243,-237725743.6792427,648892623.393202,31163663.315138966,787178.1989008272,-1782605.0527809376
619,-382615653.44645077,-185963957.50839415,649224251.2579058,-20047594.554281823,790059.7630240303,-1786670.1492646136
620,-409505664.1172123,-130272923.41453825,645655862.4820303,-71149035.03162932,792655.0243486852,-1790922.931475592
621,-427920060.9535476,-71927820.67209095,638206981.4283419,-121833121.3643599,794949.5599179519,-1795311.1672808048
622,-437748922.3212966,-12178237.44933527,626923049.0597876,-171794998.1564773,796937.0477266773,-1799783.7610446853
623,-439048472.44799775,47773190.946476154,611875043.9611322,-220734925.34455827,798618.3387030318,-1804291.6973512983
624,-432021167.42058295,106786050.75168999,593158837.2509003,-268360650.7834028,800000.5358782493,-1808788.6995417976
625,-416996956.8188314,163792483.02943182,570894292.986468,-314389687.03229725,801096.1353173932,-1813231.6584169192
626,-394416413.4718847,217803752.9024851,545224130.8336414,-358551460.4208163,801922.2609751563,-1817580.8870349005
627,-364816057.99428266,267914138.05519328,516312572.3536459,-400589303.82795894,802500.0083090066,-1821800.2533077342
628,-328815939.74833786,313303082.8311167,484343796.09944016,-440262268.6809659,802853.8989136792,-1825857.2355488646
629,-287109353.7547847,353236413.6433532,449520229.6943187,-477346736.29275006,803011.439794914,-1829722.9389211657
630,-240454452.5868268,387067267.85587895,412060709.1186768,-511637813.614862,803002.775178369,-1833372.1038528525
631,-189667433.27803433,414237261.50659394,372198536.5319694,-542950503.5866956,802860.4150038714,-1836783.1313933476
632,-135616924.67252398,434278313.4081285,330179468.12747246,-571120645.3181021,802619.0216813068,-1839938.1452785998
633,-79219157.0210747,446815451.50365263,286259662.8187383,-596005624.1752964,802315.2346491559,-1842823.10603972
634,-21433453.145244762,451570845.82097036,240703621.08317548,-617484856.2972589,801987.5103147866,-1845427.9885391288
635,36742467.270291254,448369232.5847186,193782141.15941197,-635460056.030671,801675.952761791,-1847747.0304636739
636,94277934.71479115,437144805.77691793,145770317.1463861,-649855298.1482453,801422.1080404689,-1849779.0550648512
637,150116156.01114637,417949543.8450798,96945600.52581975,-660616889.4548703,801268.6919535424,-1851527.8662567448
638,203183112.18148842,390962797.3233767,47585943.36710269,-667713066.4676684,801259.2182827069,-1853002.707450321
639,252399274.49755558,356501774.6466702,-2031961.8921765909,-671133537.2885289,801437.4919504387,-1854218.7665964323
640,296694907.4466689,315032317.13197273,-51634334.54608149,-670888886.6043285,801846.9306490105,-1855197.6982982366
641,335029687.0740725,267179044.540325,-100951841.28686629,-667009863.0036633,802529.6804454451,-1855968.1192794857
642,366417218.919112,213733586.39297256,-149721010.15272686,-659546567.5561402,803525.497735743,-1856566.0162662435
643,389954742.19948775,155659218.4244564,-197685520.23443007,-648567561.9362481,804870.3839947791,-1857034.9867306289
644,404857807.08878595,94089855.61055407,-244597367.07306474,-634158913.3673309,806594.9833511239,-1857426.2156553261
645,410498977.889032,30321108.410752185,-290217905.8016813,-616423192.3904965,808722.7876134093,-1857798.07998965
646,406448657.21440965,-34208880.24351475,-334318775.86042494,-595478438.0028495,811268.2384880378,-1858215.2730174307
647,392515029.3589696,-97950680.84141438,-376682712.55155605,-571457103.1273932,814234.8683860092,-1858747.3606075193
648,368779068.5526872,-159287813.06524125,-417104251.8116793,-544504991.733498,817613.6707734131,-1859466.726377711
649,335619833.09347975,-216593343.3745119,-455390335.38560873,-514780197.2733283,821381.925145379,-1860445.935084268
650,293725204.58169913,-268296226.12371776,-491360824.11692905,-482452050.4782771,825502.7046231444,-1861754.637248563
651,244084114.15417063,-312952657.38988304,-524848927.3549065,-447700083.0035591,829925.2526430293,-1863456.237487145
652,187958210.36142892,-349315987.1787211,-555701556.5475553,-410713011.9436945,834586.3251949163,-1865604.6301560395
